week_date,sales
11/5/20,13243
11/5/20,17796
11/5/20,35326
11/5/20,1299660
11/5/20,66963
11/5/20,1596286
11/5/20,343658
11/5/20,386278
11/5/20,13181
11/5/20,5829757
11/5/20,2176608
11/5/20,23259
11/5/20,924372
11/5/20,6724340
11/5/20,364828
11/5/20,639292
11/5/20,517290
11/5/20,17587
11/5/20,1138053
11/5/20,50991
11/5/20,16661822
11/5/20,736120
11/5/20,876562
11/5/20,392604
11/5/20,587325
11/5/20,888358
11/5/20,52179
11/5/20,252835
11/5/20,447537
11/5/20,75002
11/5/20,58385
11/5/20,30227
11/5/20,1457353
11/5/20,3290057
11/5/20,992683
11/5/20,1776394
11/5/20,2774068
11/5/20,726795
11/5/20,16567397
11/5/20,49780
11/5/20,3205479
11/5/20,46505
11/5/20,15047
11/5/20,2390461
11/5/20,33819
11/5/20,42079
11/5/20,1382847
11/5/20,512523
11/5/20,31937
11/5/20,996430
11/5/20,778617
11/5/20,15861
11/5/20,3355882
11/5/20,125662
11/5/20,13755
11/5/20,19007
11/5/20,846923
11/5/20,52311
11/5/20,20077866
11/5/20,1226747
11/5/20,497187
11/5/20,256439
11/5/20,17003395
11/5/20,154724
11/5/20,4927487
11/5/20,4405823
11/5/20,762670
11/5/20,882536
11/5/20,387067
11/5/20,64658287
11/5/20,2028916
11/5/20,18475442
11/5/20,51564
11/5/20,11109
11/5/20,14447370
11/5/20,65279
11/5/20,25288
11/5/20,10921751
11/5/20,27961
11/5/20,579716
11/5/20,30802
11/5/20,18431
11/5/20,51162
11/5/20,11167
11/5/20,1770055
11/5/20,24343
11/5/20,3321731
11/5/20,136798
11/5/20,2197028
11/5/20,2170354
11/5/20,90846
11/5/20,4517920
11/5/20,50867
11/5/20,33873
11/5/20,9129781
11/5/20,10941
11/5/20,128595
11/5/20,30149337
11/5/20,16864
11/5/20,593362
11/5/20,2194071
11/5/20,5298559
11/5/20,5889856
11/5/20,2760471
11/5/20,429645
11/5/20,67453
11/5/20,2550318
11/5/20,2088699
11/5/20,32985
11/5/20,260783
11/5/20,896799
11/5/20,3560216
11/5/20,1306163
11/5/20,89553
11/5/20,36427
11/5/20,400950
11/5/20,153959
11/5/20,14970812
11/5/20,44407097
11/5/20,258471
11/5/20,44697
11/5/20,6023151
11/5/20,5720394
11/5/20,68221
11/5/20,11817
4/5/20,20372408
4/5/20,142405
4/5/20,1270701
4/5/20,891013
4/5/20,11432653
4/5/20,129196
4/5/20,443375
4/5/20,984792
4/5/20,411274
4/5/20,72650
4/5/20,65221
4/5/20,735884
4/5/20,22727293
4/5/20,45531
4/5/20,32876
4/5/20,44975
4/5/20,5841163
4/5/20,342346
4/5/20,64740
4/5/20,799285
4/5/20,17264
4/5/20,11534431
4/5/20,68644
4/5/20,37737
4/5/20,4700321
4/5/20,5050250
4/5/20,128146
4/5/20,717687
4/5/20,369771
4/5/20,2603219
4/5/20,193749
4/5/20,241726
4/5/20,46800936
4/5/20,1680281
4/5/20,3236342
4/5/20,1793731
4/5/20,323843
4/5/20,40596
4/5/20,789479
4/5/20,238189
4/5/20,464664
4/5/20,57186
4/5/20,42386
4/5/20,463791
4/5/20,5594389
4/5/20,54719
4/5/20,51398109
4/5/20,370269
4/5/20,18574
4/5/20,30365679
4/5/20,3432746
4/5/20,1020613
4/5/20,39687
4/5/20,1207426
4/5/20,532583
4/5/20,333492
4/5/20,245882
4/5/20,82574
4/5/20,53274
4/5/20,18543690
4/5/20,2341309
4/5/20,19787
4/5/20,422838
4/5/20,1700513
4/5/20,818371
4/5/20,15820
4/5/20,13365
4/5/20,152978
4/5/20,26377
4/5/20,53496
4/5/20,55175
4/5/20,894639
4/5/20,2307725
4/5/20,458275
4/5/20,18617
4/5/20,3348637
4/5/20,12345
4/5/20,496583
4/5/20,46771
4/5/20,2203425
4/5/20,1776937
4/5/20,48742
4/5/20,16499769
4/5/20,27683
4/5/20,12381
4/5/20,37193
4/5/20,31719
4/5/20,2172521
4/5/20,3752929
4/5/20,146698
4/5/20,2364169
4/5/20,6728042
4/5/20,14715
4/5/20,12671
4/5/20,1450644
4/5/20,53115
4/5/20,1071310
4/5/20,595753
4/5/20,25875
4/5/20,2727617
4/5/20,768780
4/5/20,128517
4/5/20,2916122
4/5/20,1495652
4/5/20,181550
4/5/20,251471
4/5/20,8566160
4/5/20,629122
4/5/20,1003334
4/5/20,844351
4/5/20,74249
4/5/20,75441
4/5/20,9328946
4/5/20,814943
4/5/20,13071
4/5/20,67372865
4/5/20,61710
4/5/20,2135548
4/5/20,1919750
4/5/20,269208
4/5/20,15857
4/5/20,798832
4/5/20,17154923
4/5/20,5168512
4/5/20,91486
4/5/20,17163
4/5/20,63109
4/5/20,3324181
4/5/20,3258587
4/5/20,17049000
4/5/20,51764
4/5/20,419208
4/5/20,2911639
4/5/20,4613601
4/5/20,3515620
4/5/20,2309739
4/5/20,378776
4/5/20,119975
4/5/20,1442819
4/5/20,34214
4/5/20,19467
4/5/20,53234
4/5/20,5373295
4/5/20,609432
4/5/20,4953038
4/5/20,1296861
4/5/20,24960
4/5/20,58595
4/5/20,7494474
4/5/20,92600
4/5/20,1884768
4/5/20,473626
4/5/20,10725
4/5/20,14756151
4/5/20,93340
4/5/20,15561
4/5/20,226594
4/5/20,14347
4/5/20,409032
4/5/20,25726
4/5/20,2430140
4/5/20,10869
4/5/20,119472
4/5/20,10511
4/5/20,962097
4/5/20,2366264
4/5/20,6226048
4/5/20,2388490
4/5/20,751194
4/5/20,115653
4/5/20,2353199
4/5/20,27713
4/5/20,623853
4/5/20,47559
4/5/20,10769
4/5/20,11059605
4/5/20,26963
4/5/20,6958813
4/5/20,18352
4/5/20,14396
4/5/20,120901
4/5/20,11780
4/5/20,2256271
4/5/20,494273
4/5/20,15206439
4/5/20,5243924
4/5/20,38006
4/5/20,29150
4/5/20,2108850
4/5/20,25210
4/5/20,26405
4/5/20,77279
4/5/20,40235
4/5/20,114300
4/5/20,23754
4/5/20,5975239
4/5/20,46658
4/5/20,23055
4/5/20,968300
4/5/20,7746943
4/5/20,947126
4/5/20,275157
4/5/20,987733
4/5/20,247167
4/5/20,594954
4/5/20,3732527
4/5/20,921398
4/5/20,318759
27/4/20,3312771
27/4/20,15550
27/4/20,99540
27/4/20,20595340
27/4/20,1293999
27/4/20,238646
27/4/20,2837599
27/4/20,399298
27/4/20,766999
27/4/20,4459461
27/4/20,4983512
27/4/20,8780283
27/4/20,839785
27/4/20,274336
27/4/20,30720307
27/4/20,10993
27/4/20,33169
27/4/20,2170377
27/4/20,792608
27/4/20,408120
27/4/20,36779
27/4/20,923794
27/4/20,1653735
27/4/20,67972
27/4/20,3361957
27/4/20,1360705
27/4/20,17174527
27/4/20,144706
27/4/20,7622094
27/4/20,2159768
27/4/20,467520
27/4/20,897440
27/4/20,77181
27/4/20,3430841
27/4/20,50606295
27/4/20,54054
27/4/20,132522
27/4/20,7072851
27/4/20,6393618
27/4/20,21643286
27/4/20,5208109
27/4/20,41755
27/4/20,15477
27/4/20,282160
27/4/20,54730
27/4/20,256756
27/4/20,1002458
27/4/20,1048619
27/4/20,726861
27/4/20,11526489
27/4/20,1999742
27/4/20,28709
27/4/20,2445333
27/4/20,38764
27/4/20,10988
27/4/20,36401
27/4/20,16528
27/4/20,22787
27/4/20,13975601
27/4/20,1576429
27/4/20,1809222
27/4/20,988789
27/4/20,1156098
27/4/20,490187
27/4/20,357285
27/4/20,4619483
27/4/20,1796223
27/4/20,50578
27/4/20,659498
27/4/20,16799815
27/4/20,32013
27/4/20,744282
27/4/20,2151261
27/4/20,10507
27/4/20,16559
27/4/20,2815626
27/4/20,48245
27/4/20,1304526
27/4/20,14368672
27/4/20,73523
27/4/20,937197
27/4/20,48526
27/4/20,238995
27/4/20,379852
27/4/20,369493
27/4/20,75369
27/4/20,448514
27/4/20,72819
27/4/20,38134
27/4/20,181021
27/4/20,27169
27/4/20,28880
27/4/20,7727227
27/4/20,18518
27/4/20,126178
27/4/20,11023
27/4/20,626234
27/4/20,494300
27/4/20,370924
27/4/20,40797
27/4/20,35013
27/4/20,40816
27/4/20,2365159
27/4/20,26644
27/4/20,207150
27/4/20,9405785
27/4/20,419699
27/4/20,884591
27/4/20,5951699
27/4/20,2845830
27/4/20,38642
27/4/20,42018
27/4/20,2514882
27/4/20,609336
27/4/20,32987
27/4/20,51091
27/4/20,55138
27/4/20,1503555
27/4/20,2103473
27/4/20,53356
27/4/20,2063757
27/4/20,11126292
27/4/20,11395
27/4/20,635692
27/4/20,251640
27/4/20,12646
27/4/20,21174
27/4/20,59340
27/4/20,2441485
27/4/20,5706131
27/4/20,2249950
27/4/20,22753
27/4/20,601965
27/4/20,11526428
27/4/20,4710331
27/4/20,3420161
27/4/20,2114301
27/4/20,36240
27/4/20,18746623
27/4/20,448283
27/4/20,45609
27/4/20,1396995
27/4/20,85231
27/4/20,153720
27/4/20,43299
27/4/20,59299
27/4/20,30648
27/4/20,476035
27/4/20,736403
27/4/20,125645
27/4/20,14435
27/4/20,961876
27/4/20,3294230
27/4/20,30002
27/4/20,127201
27/4/20,1593592
27/4/20,342527
27/4/20,14870
27/4/20,65835935
27/4/20,766926
27/4/20,412708
27/4/20,446817
27/4/20,13949
27/4/20,18991
27/4/20,3570771
27/4/20,1251391
27/4/20,2662732
27/4/20,48858
27/4/20,150762
27/4/20,93833
27/4/20,16771
27/4/20,130933
27/4/20,121856
27/4/20,2141157
27/4/20,983778
27/4/20,20484
27/4/20,6219722
27/4/20,64755
27/4/20,5136460
27/4/20,61401
27/4/20,847308
27/4/20,32531
27/4/20,122497
27/4/20,93728
27/4/20,18645
27/4/20,379049
27/4/20,3392154
27/4/20,770070
27/4/20,16984668
27/4/20,840119
27/4/20,2195881
27/4/20,215986
27/4/20,27387
27/4/20,1658577
27/4/20,5700397
27/4/20,123667
27/4/20,336135
27/4/20,259746
27/4/20,894096
27/4/20,26970
27/4/20,18314
27/4/20,40183
27/4/20,42645190
27/4/20,5355531
27/4/20,27720
27/4/20,11480
27/4/20,324197
27/4/20,41371
20/4/20,4709417
20/4/20,5252378
20/4/20,380461
20/4/20,29453
20/4/20,1248291
20/4/20,55366
20/4/20,64282327
20/4/20,28019
20/4/20,1250081
20/4/20,84984
20/4/20,13620639
20/4/20,18554972
20/4/20,53334
20/4/20,21388
20/4/20,36564
20/4/20,13562
20/4/20,5047750
20/4/20,542806
20/4/20,1077929
20/4/20,802495
20/4/20,30893
20/4/20,19242
20/4/20,29994
20/4/20,2095967
20/4/20,41189954
20/4/20,385106
20/4/20,22958
20/4/20,29519797
20/4/20,15471
20/4/20,3238184
20/4/20,35767
20/4/20,2725813
20/4/20,253390
20/4/20,50726
20/4/20,10798
20/4/20,1410660
20/4/20,49606513
20/4/20,141286
20/4/20,7593192
20/4/20,20198182
20/4/20,1291814
20/4/20,16683
20/4/20,1777020
20/4/20,28819
20/4/20,465747
20/4/20,11621
20/4/20,877459
20/4/20,1327240
20/4/20,7403192
20/4/20,109294
20/4/20,23000
20/4/20,3226617
20/4/20,14059302
20/4/20,850579
20/4/20,75312
20/4/20,433547
20/4/20,231261
20/4/20,39218
20/4/20,895695
20/4/20,386016
20/4/20,66711
20/4/20,570764
20/4/20,1973071
20/4/20,570939
20/4/20,2235426
20/4/20,11069461
20/4/20,102036
20/4/20,2263926
20/4/20,707931
20/4/20,3158461
20/4/20,3592550
20/4/20,72390
20/4/20,1921248
20/4/20,225176
20/4/20,39245
20/4/20,15631
20/4/20,6204711
20/4/20,612050
20/4/20,597336
20/4/20,26172
20/4/20,46048
20/4/20,2046533
20/4/20,2245309
20/4/20,5533337
20/4/20,803620
20/4/20,2009275
20/4/20,23705
20/4/20,17834
20/4/20,3055669
20/4/20,4997383
20/4/20,4518408
20/4/20,543467
20/4/20,929165
20/4/20,869651
20/4/20,11422
20/4/20,732412
20/4/20,721819
20/4/20,1494303
20/4/20,432004
20/4/20,146027
20/4/20,3162364
20/4/20,363892
20/4/20,25777
20/4/20,36371
20/4/20,5436400
20/4/20,2031924
20/4/20,3215290
20/4/20,358033
20/4/20,85058
20/4/20,16317925
20/4/20,6673278
20/4/20,2356365
20/4/20,788114
20/4/20,45595
20/4/20,872506
20/4/20,115168
20/4/20,177110
20/4/20,39177
20/4/20,124528
20/4/20,14590
20/4/20,11254536
20/4/20,137689
20/4/20,331777
20/4/20,71544
20/4/20,18399
20/4/20,38660
20/4/20,122973
20/4/20,816676
20/4/20,264473
20/4/20,1413813
20/4/20,345744
20/4/20,12097
20/4/20,10687236
20/4/20,190187
20/4/20,28736
20/4/20,20991373
20/4/20,2259163
20/4/20,318084
20/4/20,413855
20/4/20,41215
20/4/20,36730
20/4/20,761779
20/4/20,23844
20/4/20,126901
20/4/20,4984336
20/4/20,459486
20/4/20,3337415
20/4/20,6342470
20/4/20,2060015
20/4/20,21381
20/4/20,1710264
20/4/20,1515672
20/4/20,3107440
20/4/20,320038
20/4/20,256830
20/4/20,451008
20/4/20,958242
20/4/20,15527907
20/4/20,133740
20/4/20,44413
20/4/20,2476014
20/4/20,1571671
20/4/20,10277
20/4/20,89971
20/4/20,16997
20/4/20,68729
20/4/20,415413
20/4/20,977574
20/4/20,134781
20/4/20,411801
20/4/20,1923628
20/4/20,127627
20/4/20,863764
20/4/20,40522
20/4/20,1314536
20/4/20,66361
20/4/20,25295
20/4/20,39289
20/4/20,14634
20/4/20,63632
20/4/20,26095
20/4/20,40603
20/4/20,16407099
20/4/20,49632
20/4/20,35616
20/4/20,47927
20/4/20,868697
20/4/20,13031
20/4/20,866940
20/4/20,56074
20/4/20,476858
20/4/20,88566
20/4/20,235559
20/4/20,9399435
20/4/20,4962081
20/4/20,32953
20/4/20,7978304
20/4/20,3259843
20/4/20,425802
20/4/20,263063
20/4/20,56869
20/4/20,288388
20/4/20,16151
20/4/20,15998
20/4/20,60889
20/4/20,26376
20/4/20,4519531
13/4/20,17669361
13/4/20,179807
13/4/20,17548858
13/4/20,1450204
13/4/20,7654193
13/4/20,30075
13/4/20,17488
13/4/20,593915
13/4/20,62035
13/4/20,69275
13/4/20,5386969
13/4/20,25225
13/4/20,34000
13/4/20,147396
13/4/20,56058
13/4/20,11371
13/4/20,2838460
13/4/20,46153
13/4/20,5711808
13/4/20,1943131
13/4/20,12417
13/4/20,23325
13/4/20,19208
13/4/20,47493512
13/4/20,13822
13/4/20,28673
13/4/20,4734965
13/4/20,2140171
13/4/20,2210789
13/4/20,43248
13/4/20,3344882
13/4/20,17702585
13/4/20,39410
13/4/20,16709
13/4/20,487985
13/4/20,982962
13/4/20,20097
13/4/20,16680
13/4/20,1365952
13/4/20,13657
13/4/20,1154974
13/4/20,21587
13/4/20,15780670
13/4/20,427760
13/4/20,16140089
13/4/20,33849
13/4/20,24405
13/4/20,49885
13/4/20,2307339
13/4/20,44633
13/4/20,456075
13/4/20,650384
13/4/20,23307
13/4/20,2315346
13/4/20,11563
13/4/20,31949
13/4/20,202755
13/4/20,179694
13/4/20,801366
13/4/20,685415
13/4/20,236100
13/4/20,216040
13/4/20,68005
13/4/20,34133
13/4/20,133057
13/4/20,2848929
13/4/20,1617700
13/4/20,642423
13/4/20,9403248
13/4/20,43581
13/4/20,38087
13/4/20,2799548
13/4/20,433540
13/4/20,7213297
13/4/20,18510
13/4/20,1817943
13/4/20,48251
13/4/20,11777797
13/4/20,447145
13/4/20,11671
13/4/20,5123457
13/4/20,2440448
13/4/20,147841
13/4/20,1819830
13/4/20,968269
13/4/20,17987
13/4/20,249343
13/4/20,600050
13/4/20,363296
13/4/20,2589285
13/4/20,33441
13/4/20,47781
13/4/20,6205536
13/4/20,95751
13/4/20,340565
13/4/20,356114
13/4/20,97033
13/4/20,633301
13/4/20,8767837
13/4/20,1466409
13/4/20,11267677
13/4/20,39993
13/4/20,104263
13/4/20,634968
13/4/20,24510
13/4/20,48461
13/4/20,63959
13/4/20,11802
13/4/20,8216089
13/4/20,251353
13/4/20,2346267
13/4/20,5350097
13/4/20,39377
13/4/20,65134
13/4/20,6178717
13/4/20,87968
13/4/20,18798
13/4/20,46232
13/4/20,3429086
13/4/20,836945
13/4/20,475467
13/4/20,221293
13/4/20,308910
13/4/20,3360699
13/4/20,24317695
13/4/20,34215
13/4/20,22091
13/4/20,66917047
13/4/20,1332573
13/4/20,43889
13/4/20,381469
13/4/20,3764191
13/4/20,69793
13/4/20,866899
13/4/20,30558854
13/4/20,421374
13/4/20,1745528
13/4/20,2305891
13/4/20,318665
13/4/20,5029612
13/4/20,94546
13/4/20,16526
13/4/20,48173
13/4/20,3665492
13/4/20,1005904
13/4/20,19505
13/4/20,3439965
13/4/20,44405
13/4/20,771385
13/4/20,107319
13/4/20,932938
13/4/20,2660929
13/4/20,449292
13/4/20,11526
13/4/20,316777
13/4/20,32618
13/4/20,922305
13/4/20,294232
13/4/20,758304
13/4/20,609742
13/4/20,13874
13/4/20,993700
13/4/20,4713153
13/4/20,69251
13/4/20,127895
13/4/20,801167
13/4/20,614939
13/4/20,5421683
13/4/20,38479
13/4/20,50906057
13/4/20,51030
13/4/20,2178517
13/4/20,19720
13/4/20,768723
13/4/20,11579
13/4/20,235244
13/4/20,6724038
13/4/20,2419103
13/4/20,36916
13/4/20,906633
13/4/20,2245299
13/4/20,1005344
13/4/20,1086943
13/4/20,16705280
13/4/20,26378
13/4/20,127207
13/4/20,2197368
13/4/20,1459841
13/4/20,95271
13/4/20,872142
13/4/20,2475388
13/4/20,348105
13/4/20,99741
13/4/20,6364144
13/4/20,80519
13/4/20,1560974
13/4/20,27239
13/4/20,81630
13/4/20,100790
13/4/20,423133
13/4/20,509593
13/4/20,3490623
13/4/20,20909838
13/4/20,1274337
13/4/20,120647
13/4/20,11793422
6/4/20,116880
6/4/20,31075
6/4/20,225859
6/4/20,13410
6/4/20,101280
6/4/20,15809
6/4/20,175069
6/4/20,1485105
6/4/20,224858
6/4/20,60541
6/4/20,19654
6/4/20,6858539
6/4/20,86407
6/4/20,16541
6/4/20,594534
6/4/20,65153
6/4/20,1645677
6/4/20,45134
6/4/20,1361436
6/4/20,241494
6/4/20,45057
6/4/20,7796567
6/4/20,117105
6/4/20,12490
6/4/20,710547
6/4/20,359472
6/4/20,71117
6/4/20,138990
6/4/20,35106
6/4/20,28639
6/4/20,2176885
6/4/20,53648
6/4/20,1825689
6/4/20,28410
6/4/20,809752
6/4/20,20863
6/4/20,760680
6/4/20,3144813
6/4/20,5913124
6/4/20,2416733
6/4/20,2342078
6/4/20,22241
6/4/20,70176
6/4/20,431191
6/4/20,113965
6/4/20,39498
6/4/20,986782
6/4/20,488001
6/4/20,780037
6/4/20,924311
6/4/20,2189260
6/4/20,50499
6/4/20,2662281
6/4/20,13412
6/4/20,52862
6/4/20,25726
6/4/20,3009128
6/4/20,15083
6/4/20,5132363
6/4/20,59610
6/4/20,349743
6/4/20,1818623
6/4/20,226027
6/4/20,85852
6/4/20,2209637
6/4/20,398920
6/4/20,642106
6/4/20,131730
6/4/20,818533
6/4/20,9099492
6/4/20,559238
6/4/20,3199946
6/4/20,1054155
6/4/20,86498
6/4/20,412612
6/4/20,17959
6/4/20,413762
6/4/20,29905
6/4/20,65731613
6/4/20,777503
6/4/20,58221
6/4/20,813108
6/4/20,2272789
6/4/20,1005173
6/4/20,2448644
6/4/20,44566
6/4/20,21250
6/4/20,65542
6/4/20,308715
6/4/20,773101
6/4/20,237322
6/4/20,16094
6/4/20,4594716
6/4/20,27619
6/4/20,5200942
6/4/20,716195
6/4/20,46900
6/4/20,11695
6/4/20,22485889
6/4/20,2623081
6/4/20,135199
6/4/20,2123915
6/4/20,792573
6/4/20,420126
6/4/20,2115400
6/4/20,5400299
6/4/20,25631
6/4/20,2045318
6/4/20,333634
6/4/20,11228675
6/4/20,22241
6/4/20,2468002
6/4/20,903223
6/4/20,110016
6/4/20,76308
6/4/20,3480844
6/4/20,124621
6/4/20,45984
6/4/20,253645
6/4/20,24818
6/4/20,14599761
6/4/20,450858
6/4/20,89000
6/4/20,307405
6/4/20,40080
6/4/20,10441
6/4/20,4958730
6/4/20,4365408
6/4/20,50372
6/4/20,177303
6/4/20,3496565
6/4/20,17080
6/4/20,98885
6/4/20,619090
6/4/20,29892
6/4/20,16878442
6/4/20,5799422
6/4/20,6137023
6/4/20,3154296
6/4/20,11362755
6/4/20,16832802
6/4/20,38140
6/4/20,50299470
6/4/20,48086
6/4/20,11436
6/4/20,155240
6/4/20,903941
6/4/20,16382
6/4/20,891072
6/4/20,14175
6/4/20,29097418
6/4/20,47352
6/4/20,65735
6/4/20,717516
6/4/20,20721
6/4/20,1618178
6/4/20,3318936
6/4/20,45868068
6/4/20,27626
6/4/20,218188
6/4/20,2088832
6/4/20,327203
6/4/20,5082841
6/4/20,16454
6/4/20,451370
6/4/20,20137834
6/4/20,1208795
6/4/20,3185495
6/4/20,7423555
6/4/20,1052064
6/4/20,2126043
6/4/20,15403992
6/4/20,15998
6/4/20,45054
6/4/20,4854172
6/4/20,39476
6/4/20,427587
6/4/20,50101
6/4/20,122594
6/4/20,387215
6/4/20,1592057
6/4/20,38922
6/4/20,2525781
6/4/20,25716
6/4/20,6566395
6/4/20,2311475
6/4/20,42255
6/4/20,264490
6/4/20,1572076
6/4/20,40990
6/4/20,29445
6/4/20,1307234
6/4/20,13938
6/4/20,8263623
6/4/20,482399
6/4/20,585344
6/4/20,891114
6/4/20,16399964
6/4/20,32801
6/4/20,1317218
6/4/20,32911
6/4/20,11115259
6/4/20,395403
6/4/20,847013
6/4/20,390357
6/4/20,608634
6/4/20,17218066
30/3/20,236170
30/3/20,130922
30/3/20,3249566
30/3/20,45230
30/3/20,36264
30/3/20,12556
30/3/20,30702
30/3/20,32471
30/3/20,15921
30/3/20,2519670
30/3/20,266871
30/3/20,6066127
30/3/20,25083
30/3/20,472190
30/3/20,257785
30/3/20,18412
30/3/20,120495
30/3/20,126639
30/3/20,737685
30/3/20,26821
30/3/20,11456
30/3/20,84203
30/3/20,2278599
30/3/20,977303
30/3/20,862044
30/3/20,676199
30/3/20,46433
30/3/20,69467
30/3/20,13173
30/3/20,2872639
30/3/20,2131402
30/3/20,7878202
30/3/20,997700
30/3/20,22413
30/3/20,1040830
30/3/20,115487
30/3/20,28545
30/3/20,143200
30/3/20,11678
30/3/20,2208133
30/3/20,2446285
30/3/20,29483
30/3/20,719812
30/3/20,6042797
30/3/20,20015
30/3/20,3335257
30/3/20,31429
30/3/20,2645095
30/3/20,944706
30/3/20,335602
30/3/20,25113
30/3/20,43673
30/3/20,14242405
30/3/20,57709
30/3/20,58634
30/3/20,895898
30/3/20,19495381
30/3/20,47375
30/3/20,796055
30/3/20,2170915
30/3/20,9520341
30/3/20,20028
30/3/20,17089
30/3/20,2399728
30/3/20,13039
30/3/20,13710
30/3/20,6863680
30/3/20,2124166
30/3/20,812487
30/3/20,1410891
30/3/20,83744
30/3/20,17642537
30/3/20,154024
30/3/20,620714
30/3/20,10283
30/3/20,1221661
30/3/20,337642
30/3/20,60641
30/3/20,41398
30/3/20,14684196
30/3/20,64059
30/3/20,57346
30/3/20,11392
30/3/20,18936786
30/3/20,1658430
30/3/20,459740
30/3/20,3407333
30/3/20,17493338
30/3/20,47338
30/3/20,2887217
30/3/20,265806
30/3/20,294409
30/3/20,735922
30/3/20,194948
30/3/20,40803
30/3/20,4825120
30/3/20,320642
30/3/20,35156
30/3/20,22421
30/3/20,2115617
30/3/20,2435956
30/3/20,54707
30/3/20,147148
30/3/20,39678
30/3/20,880598
30/3/20,639923
30/3/20,48286
30/3/20,606829
30/3/20,4656250
30/3/20,83100
30/3/20,703918
30/3/20,1705736
30/3/20,1855750
30/3/20,102679
30/3/20,799825
30/3/20,401943
30/3/20,330004
30/3/20,21566
30/3/20,3640703
30/3/20,421057
30/3/20,19615
30/3/20,1983899
30/3/20,2280042
30/3/20,812920
30/3/20,2445427
30/3/20,218595
30/3/20,439898
30/3/20,1335470
30/3/20,21432
30/3/20,426006
30/3/20,8740971
30/3/20,431877
30/3/20,3660930
30/3/20,4626167
30/3/20,941878
30/3/20,53751
30/3/20,1050362
30/3/20,131383
30/3/20,50560502
30/3/20,467930
30/3/20,3434063
30/3/20,68637072
30/3/20,54145
30/3/20,25282
30/3/20,12421
30/3/20,409549
30/3/20,5272146
30/3/20,228288
30/3/20,11879498
30/3/20,56982
30/3/20,777609
30/3/20,136242
30/3/20,17013995
30/3/20,264638
30/3/20,267356
30/3/20,852348
30/3/20,44103
30/3/20,1434318
30/3/20,480292
30/3/20,119138
30/3/20,18991
30/3/20,5931859
30/3/20,5456448
30/3/20,1893366
30/3/20,26389
30/3/20,371226
30/3/20,1585355
30/3/20,35113
30/3/20,30032
30/3/20,5745698
30/3/20,19207
30/3/20,400148
30/3/20,94379
30/3/20,1409719
30/3/20,20933
30/3/20,41858
30/3/20,46353236
30/3/20,3343796
30/3/20,447217
30/3/20,1779138
30/3/20,3273040
30/3/20,72105
30/3/20,81721
30/3/20,95075
30/3/20,29827
30/3/20,7982612
30/3/20,31761
30/3/20,11473884
30/3/20,5359011
30/3/20,47503
30/3/20,16986
30/3/20,135769
30/3/20,30543
30/3/20,16858
30/3/20,43373
30/3/20,1102919
30/3/20,4810806
30/3/20,990555
30/3/20,2495237
30/3/20,6880157
30/3/20,48726
30/3/20,21964686
30/3/20,1537577
30/3/20,31000754
30/3/20,10195041
30/3/20,175043
30/3/20,404539
30/3/20,655556
23/3/20,128561
23/3/20,41349
23/3/20,30966
23/3/20,36602
23/3/20,27164
23/3/20,733092
23/3/20,1668703
23/3/20,8483784
23/3/20,490857
23/3/20,40564
23/3/20,40681
23/3/20,2639092
23/3/20,425233
23/3/20,11256263
23/3/20,211935
23/3/20,155518
23/3/20,1631305
23/3/20,10451
23/3/20,3403001
23/3/20,992719
23/3/20,272624
23/3/20,53487
23/3/20,359427
23/3/20,70797
23/3/20,18927
23/3/20,2275205
23/3/20,2924491
23/3/20,2490005
23/3/20,99363
23/3/20,2644857
23/3/20,934913
23/3/20,1063402
23/3/20,668640
23/3/20,57637
23/3/20,821867
23/3/20,50368
23/3/20,6529431
23/3/20,9109212
23/3/20,587886
23/3/20,20348
23/3/20,1154771
23/3/20,18898
23/3/20,3839069
23/3/20,21688
23/3/20,87071
23/3/20,2466974
23/3/20,35665
23/3/20,20643828
23/3/20,36632
23/3/20,40111
23/3/20,5641686
23/3/20,3558194
23/3/20,15193
23/3/20,5876430
23/3/20,34819
23/3/20,102428
23/3/20,14144
23/3/20,111490
23/3/20,370700
23/3/20,17753232
23/3/20,676027
23/3/20,25184
23/3/20,80055
23/3/20,13530
23/3/20,104736
23/3/20,344079
23/3/20,68643
23/3/20,1072428
23/3/20,21088
23/3/20,709697
23/3/20,24184961
23/3/20,15582
23/3/20,1916161
23/3/20,12935
23/3/20,1500147
23/3/20,249319
23/3/20,36031
23/3/20,665128
23/3/20,1074889
23/3/20,201220
23/3/20,12903677
23/3/20,18776
23/3/20,69135
23/3/20,2161048
23/3/20,33975205
23/3/20,2439150
23/3/20,16405841
23/3/20,2366196
23/3/20,205136
23/3/20,67500
23/3/20,51475
23/3/20,21078
23/3/20,210661
23/3/20,50100
23/3/20,151817
23/3/20,297823
23/3/20,3278901
23/3/20,360926
23/3/20,25142
23/3/20,47049
23/3/20,10693
23/3/20,3191195
23/3/20,8804157
23/3/20,234872
23/3/20,86536
23/3/20,44169
23/3/20,25807
23/3/20,5700814
23/3/20,5209545
23/3/20,2488563
23/3/20,13943
23/3/20,13326
23/3/20,15563921
23/3/20,141112
23/3/20,5790171
23/3/20,2369529
23/3/20,7201452
23/3/20,273739
23/3/20,12314
23/3/20,1938604
23/3/20,281698
23/3/20,10364
23/3/20,80687
23/3/20,657865
23/3/20,499728
23/3/20,21800
23/3/20,19536
23/3/20,40287
