region,week_date,sales,running_total
ASIA,9/4/18,1268707,9044706586
ASIA,9/4/18,1976392,9044706586
ASIA,9/4/18,2417623,9044706586
ASIA,9/4/18,1354920,9044706586
ASIA,9/4/18,5089135,9044706586
ASIA,9/4/18,26038,9044706586
ASIA,9/4/18,22900,9044706586
ASIA,9/4/18,17292,9044706586
ASIA,9/4/18,191079,9044706586
ASIA,9/4/18,277972,9044706586
ASIA,9/4/18,1004580,9044706586
ASIA,9/4/18,3385864,9044706586
ASIA,9/4/18,100155,9044706586
ASIA,9/4/18,3721604,9044706586
ASIA,9/4/18,2689387,9044706586
ASIA,9/7/18,3806530,9165169960
ASIA,9/7/18,3380597,9165169960
ASIA,9/7/18,207605,9165169960
ASIA,9/7/18,210058,9165169960
ASIA,9/7/18,25436,9165169960
ASIA,9/7/18,16833185,9165169960
ASIA,9/7/18,16874,9165169960
ASIA,9/7/18,383680,9165169960
ASIA,9/7/18,20626,9165169960
ASIA,9/7/18,5029330,9165169960
ASIA,9/7/18,4124,9165169960
ASIA,9/7/18,30488,9165169960
ASIA,9/7/18,3997972,9165169960
ASIA,9/7/18,2147156,9165169960
ASIA,9/7/18,2535291,9165169960
ASIA,9/7/18,33683,9165169960
ASIA,9/7/18,966445,9165169960
ASIA,9/7/18,2648013,9165169960
ASIA,9/7/18,1318737,9165169960
ASIA,9/7/18,2241653,9165169960
ASIA,9/7/18,304731,9165169960
ASIA,9/7/18,2023172,9165169960
ASIA,9/7/18,29500,9165169960
ASIA,9/7/18,8876740,9165169960
ASIA,9/7/18,10381,9165169960
ASIA,9/7/18,28183,9165169960
ASIA,9/7/18,9622439,9165169960
ASIA,9/7/18,114144,9165169960
ASIA,9/7/18,209062,9165169960
ASIA,9/7/18,200194,9165169960
ASIA,9/7/18,48362188,9165169960
ASIA,9/7/18,1080786,9165169960
ASIA,9/7/18,3737094,9165169960
ASIA,9/7/18,27277,9165169960
CANADA,1/4/19,367416,38234692
CANADA,1/4/19,13237,38234692
CANADA,1/4/19,113112,38234692
CANADA,1/4/19,986084,38234692
CANADA,1/4/19,148011,38234692
CANADA,1/4/19,3338402,38234692
CANADA,1/4/19,849031,38234692
CANADA,1/4/19,5469027,38234692
CANADA,1/4/19,275607,38234692
CANADA,1/4/19,11832,38234692
CANADA,1/4/19,1126297,38234692
CANADA,1/4/19,13339,38234692
CANADA,1/4/19,1414592,38234692
CANADA,1/4/19,65777,38234692
CANADA,1/4/19,735453,38234692
CANADA,1/4/19,464900,38234692
CANADA,1/4/19,12980135,38234692
CANADA,1/4/19,1358,38234692
CANADA,1/4/19,95889,38234692
CANADA,1/4/19,99023,38234692
CANADA,1/4/19,3428711,38234692
CANADA,1/4/19,94256,38234692
CANADA,1/4/19,10639,38234692
CANADA,1/4/19,170234,38234692
CANADA,1/4/19,3719,38234692
CANADA,1/4/19,689122,38234692
CANADA,1/4/19,9716,38234692
CANADA,1/4/19,10518,38234692
CANADA,1/4/19,10275,38234692
CANADA,1/4/19,1527221,38234692
CANADA,1/4/19,12084,38234692
CANADA,1/4/19,745509,38234692
CANADA,1/4/19,2494114,38234692
CANADA,1/4/19,460052,38234692
CANADA,1/6/20,10683,72282503
CANADA,1/6/20,2200424,72282503
CANADA,1/6/20,424211,72282503
CANADA,1/6/20,14434,72282503
CANADA,1/6/20,731427,72282503
CANADA,1/6/20,544631,72282503
CANADA,1/6/20,111996,72282503
CANADA,1/6/20,4628,72282503
CANADA,1/6/20,79906,72282503
CANADA,1/6/20,17266,72282503
CANADA,1/6/20,1429589,72282503
CANADA,1/6/20,983899,72282503
CANADA,1/6/20,10421,72282503
CANADA,1/6/20,992891,72282503
CANADA,1/6/20,15279,72282503
CANADA,1/6/20,14879,72282503
CANADA,1/6/20,7931,72282503
CANADA,1/6/20,629451,72282503
CANADA,1/6/20,241924,72282503
CANADA,1/6/20,339103,72282503
CANADA,1/6/20,134457,72282503
CANADA,1/6/20,221283,72282503
CANADA,1/6/20,1272834,72282503
CANADA,1/6/20,123066,72282503
CANADA,1/6/20,597721,72282503
CANADA,1/6/20,3122300,72282503
CANADA,1/6/20,3243706,72282503
CANADA,1/6/20,3076,72282503
CANADA,1/6/20,17977,72282503
CANADA,1/6/20,444421,72282503
CANADA,1/6/20,227793,72282503
CANADA,1/6/20,10659335,72282503
CANADA,1/6/20,5055994,72282503
CANADA,1/6/20,118875,72282503
CANADA,1/7/19,2953902,106564466
CANADA,1/7/19,139145,106564466
CANADA,1/7/19,264185,106564466
CANADA,1/7/19,907662,106564466
CANADA,1/7/19,1327796,106564466
CANADA,1/7/19,11824063,106564466
CANADA,1/7/19,403785,106564466
CANADA,1/7/19,10270,106564466
CANADA,1/7/19,148145,106564466
CANADA,1/7/19,953931,106564466
CANADA,1/7/19,11315,106564466
CANADA,1/7/19,63183,106564466
CANADA,1/7/19,12796,106564466
CANADA,1/7/19,1997,106564466
CANADA,1/7/19,1330605,106564466
CANADA,1/7/19,626547,106564466
CANADA,1/7/19,3042852,106564466
CANADA,1/7/19,749024,106564466
CANADA,1/7/19,5084,106564466
CANADA,1/7/19,13471,106564466
CANADA,1/7/19,12207,106564466
CANADA,1/7/19,600022,106564466
CANADA,1/7/19,10073,106564466
CANADA,1/7/19,2234719,106564466
CANADA,1/7/19,100478,106564466
CANADA,1/7/19,695946,106564466
CANADA,1/7/19,74035,106564466
CANADA,1/7/19,9278,106564466
CANADA,1/7/19,15627,106564466
CANADA,1/7/19,338550,106564466
CANADA,1/7/19,423068,106564466
CANADA,1/7/19,4789335,106564466
CANADA,1/7/19,85360,106564466
CANADA,1/7/19,103507,106564466
CANADA,10/6/19,398975,142037575
CANADA,10/6/19,197788,142037575
CANADA,10/6/19,74866,142037575
CANADA,10/6/19,707150,142037575
CANADA,10/6/19,13563,142037575
CANADA,10/6/19,5606,142037575
CANADA,10/6/19,11684,142037575
CANADA,10/6/19,2989057,142037575
CANADA,10/6/19,13589,142037575
CANADA,10/6/19,117146,142037575
CANADA,10/6/19,934354,142037575
CANADA,10/6/19,647734,142037575
CANADA,10/6/19,20817,142037575
CANADA,10/6/19,3223292,142037575
CANADA,10/6/19,1364893,142037575
CANADA,10/6/19,107940,142037575
CANADA,10/6/19,622599,142037575
CANADA,10/6/19,260829,142037575
CANADA,10/6/19,2331370,142037575
CANADA,10/6/19,13379,142037575
CANADA,10/6/19,1348660,142037575
CANADA,10/6/19,12110841,142037575
CANADA,10/6/19,355916,142037575
CANADA,10/6/19,186006,142037575
CANADA,10/6/19,124503,142037575
CANADA,10/6/19,761907,142037575
CANADA,10/6/19,13422,142037575
CANADA,10/6/19,420973,142037575
CANADA,10/6/19,103504,142037575
CANADA,10/6/19,19108,142037575
CANADA,10/6/19,5007001,142037575
CANADA,10/6/19,1952,142037575
CANADA,10/6/19,15865,142037575
CANADA,10/6/19,946820,142037575
CANADA,10/8/20,235905,176455819
CANADA,10/8/20,153407,176455819
CANADA,10/8/20,10752020,176455819
CANADA,10/8/20,428086,176455819
CANADA,10/8/20,133725,176455819
CANADA,10/8/20,18098,176455819
CANADA,10/8/20,116515,176455819
CANADA,10/8/20,5103156,176455819
CANADA,10/8/20,630749,176455819
CANADA,10/8/20,239593,176455819
CANADA,10/8/20,3149550,176455819
CANADA,10/8/20,582076,176455819
CANADA,10/8/20,12883,176455819
CANADA,10/8/20,760457,176455819
CANADA,10/8/20,11136,176455819
CANADA,10/8/20,992630,176455819
CANADA,10/8/20,1466,176455819
CANADA,10/8/20,487625,176455819
CANADA,10/8/20,2282598,176455819
CANADA,10/8/20,18242,176455819
CANADA,10/8/20,1409891,176455819
CANADA,10/8/20,3128812,176455819
CANADA,10/8/20,975579,176455819
CANADA,10/8/20,15942,176455819
CANADA,10/8/20,576552,176455819
CANADA,10/8/20,4477,176455819
CANADA,10/8/20,1272871,176455819
CANADA,10/8/20,12432,176455819
CANADA,10/8/20,123959,176455819
CANADA,10/8/20,7894,176455819
CANADA,10/8/20,88689,176455819
CANADA,10/8/20,12029,176455819
CANADA,10/8/20,413810,176455819
CANADA,10/8/20,265390,176455819
CANADA,11/5/20,425531,211671357
CANADA,11/5/20,126410,211671357
CANADA,11/5/20,2301552,211671357
CANADA,11/5/20,11213200,211671357
CANADA,11/5/20,941004,211671357
CANADA,11/5/20,15095,211671357
CANADA,11/5/20,383617,211671357
CANADA,11/5/20,129128,211671357
CANADA,11/5/20,140452,211671357
CANADA,11/5/20,619588,211671357
CANADA,11/5/20,5231682,211671357
CANADA,11/5/20,225370,211671357
CANADA,11/5/20,10426,211671357
CANADA,11/5/20,1299660,211671357
CANADA,11/5/20,17587,211671357
CANADA,11/5/20,392604,211671357
CANADA,11/5/20,1457353,211671357
CANADA,11/5/20,726795,211671357
CANADA,11/5/20,3205479,211671357
CANADA,11/5/20,9825,211671357
CANADA,11/5/20,996430,211671357
CANADA,11/5/20,2625,211671357
CANADA,11/5/20,15861,211671357
CANADA,11/5/20,3355882,211671357
CANADA,11/5/20,13755,211671357
CANADA,11/5/20,256439,211671357
CANADA,11/5/20,6681,211671357
CANADA,11/5/20,579716,211671357
CANADA,11/5/20,18431,211671357
CANADA,11/5/20,136798,211671357
CANADA,11/5/20,16864,211671357
CANADA,11/5/20,593362,211671357
CANADA,11/5/20,260783,211671357
CANADA,11/5/20,89553,211671357
CANADA,11/6/18,8872,245053427
CANADA,11/6/18,599428,245053427
CANADA,11/6/18,9067,245053427
CANADA,11/6/18,5089,245053427
CANADA,11/6/18,4348,245053427
CANADA,11/6/18,75934,245053427
CANADA,11/6/18,425176,245053427
CANADA,11/6/18,1112686,245053427
CANADA,11/6/18,874977,245053427
CANADA,11/6/18,692614,245053427
CANADA,11/6/18,2239999,245053427
CANADA,11/6/18,70884,245053427
CANADA,11/6/18,866655,245053427
CANADA,11/6/18,127191,245053427
CANADA,11/6/18,973450,245053427
CANADA,11/6/18,643833,245053427
CANADA,11/6/18,3015554,245053427
CANADA,11/6/18,2582650,245053427
CANADA,11/6/18,9492,245053427
CANADA,11/6/18,281396,245053427
CANADA,11/6/18,183079,245053427
CANADA,11/6/18,11943362,245053427
CANADA,11/6/18,72259,245053427
CANADA,11/6/18,12869,245053427
CANADA,11/6/18,66093,245053427
CANADA,11/6/18,263917,245053427
CANADA,11/6/18,410843,245053427
CANADA,11/6/18,10712,245053427
CANADA,11/6/18,9776,245053427
CANADA,11/6/18,55002,245053427
CANADA,11/6/18,8679,245053427
CANADA,11/6/18,1230114,245053427
CANADA,11/6/18,4494744,245053427
CANADA,11/6/18,1326,245053427
CANADA,12/8/19,18923,279895082
CANADA,12/8/19,389527,279895082
CANADA,12/8/19,12646,279895082
CANADA,12/8/19,1314118,279895082
CANADA,12/8/19,13911,279895082
CANADA,12/8/19,768280,279895082
CANADA,12/8/19,4971459,279895082
CANADA,12/8/19,255118,279895082
CANADA,12/8/19,417534,279895082
CANADA,12/8/19,196837,279895082
CANADA,12/8/19,11629,279895082
CANADA,12/8/19,290960,279895082
CANADA,12/8/19,612291,279895082
CANADA,12/8/19,169020,279895082
CANADA,12/8/19,3258188,279895082
CANADA,12/8/19,76514,279895082
CANADA,12/8/19,2310578,279895082
CANADA,12/8/19,3725,279895082
CANADA,12/8/19,10935,279895082
CANADA,12/8/19,8007,279895082
CANADA,12/8/19,108641,279895082
CANADA,12/8/19,100043,279895082
CANADA,12/8/19,14317,279895082
CANADA,12/8/19,117292,279895082
CANADA,12/8/19,642524,279895082
CANADA,12/8/19,2927582,279895082
CANADA,12/8/19,115955,279895082
CANADA,12/8/19,1330896,279895082
CANADA,12/8/19,2365,279895082
CANADA,12/8/19,922867,279895082
CANADA,12/8/19,11781506,279895082
CANADA,12/8/19,726904,279895082
CANADA,12/8/19,930273,279895082
CANADA,12/8/19,10290,279895082
CANADA,13/4/20,179807,316459071
CANADA,13/4/20,17488,316459071
CANADA,13/4/20,593915,316459071
CANADA,13/4/20,69275,316459071
CANADA,13/4/20,12417,316459071
CANADA,13/4/20,13822,316459071
CANADA,13/4/20,3344882,316459071
CANADA,13/4/20,8643,316459071
CANADA,13/4/20,1365952,316459071
CANADA,13/4/20,427760,316459071
CANADA,13/4/20,6048,316459071
CANADA,13/4/20,11563,316459071
CANADA,13/4/20,202755,316459071
CANADA,13/4/20,236100,316459071
CANADA,13/4/20,1617700,316459071
CANADA,13/4/20,642423,316459071
CANADA,13/4/20,11777797,316459071
CANADA,13/4/20,11671,316459071
CANADA,13/4/20,2440448,316459071
CANADA,13/4/20,95751,316459071
CANADA,13/4/20,340565,316459071
CANADA,13/4/20,104263,316459071
CANADA,13/4/20,475467,316459071
CANADA,13/4/20,3860,316459071
CANADA,13/4/20,1361,316459071
CANADA,13/4/20,1005904,316459071
CANADA,13/4/20,3439965,316459071
CANADA,13/4/20,609742,316459071
CANADA,13/4/20,5421683,316459071
CANADA,13/4/20,768723,316459071
CANADA,13/4/20,1086943,316459071
CANADA,13/4/20,8908,316459071
CANADA,13/4/20,99741,316459071
CANADA,13/4/20,120647,316459071
CANADA,13/5/19,93649,351766517
CANADA,13/5/19,105449,351766517
CANADA,13/5/19,279013,351766517
CANADA,13/5/19,12079867,351766517
CANADA,13/5/19,13074,351766517
CANADA,13/5/19,107507,351766517
CANADA,13/5/19,620852,351766517
CANADA,13/5/19,5034690,351766517
CANADA,13/5/19,1376234,351766517
CANADA,13/5/19,265911,351766517
CANADA,13/5/19,3021281,351766517
CANADA,13/5/19,9698,351766517
CANADA,13/5/19,3316735,351766517
CANADA,13/5/19,635494,351766517
CANADA,13/5/19,2349836,351766517
CANADA,13/5/19,375330,351766517
CANADA,13/5/19,762525,351766517
CANADA,13/5/19,1524,351766517
CANADA,13/5/19,156265,351766517
CANADA,13/5/19,14435,351766517
CANADA,13/5/19,9482,351766517
CANADA,13/5/19,4349,351766517
CANADA,13/5/19,180407,351766517
CANADA,13/5/19,1351160,351766517
CANADA,13/5/19,916765,351766517
CANADA,13/5/19,10667,351766517
CANADA,13/5/19,12606,351766517
CANADA,13/5/19,95426,351766517
CANADA,13/5/19,642698,351766517
CANADA,13/5/19,10099,351766517
CANADA,13/5/19,66285,351766517
CANADA,13/5/19,964500,351766517
CANADA,13/5/19,11898,351766517
CANADA,13/5/19,411735,351766517
CANADA,13/7/20,120331,386964263
CANADA,13/7/20,14192,386964263
CANADA,13/7/20,148571,386964263
CANADA,13/7/20,2339853,386964263
CANADA,13/7/20,610452,386964263
CANADA,13/7/20,88441,386964263
CANADA,13/7/20,534888,386964263
CANADA,13/7/20,261616,386964263
CANADA,13/7/20,1030211,386964263
CANADA,13/7/20,225735,386964263
CANADA,13/7/20,276727,386964263
CANADA,13/7/20,10187,386964263
CANADA,13/7/20,1467152,386964263
CANADA,13/7/20,21431,386964263
CANADA,13/7/20,3208705,386964263
CANADA,13/7/20,11018161,386964263
CANADA,13/7/20,15152,386964263
CANADA,13/7/20,9935,386964263
CANADA,13/7/20,395622,386964263
CANADA,13/7/20,13157,386964263
CANADA,13/7/20,943502,386964263
CANADA,13/7/20,128777,386964263
CANADA,13/7/20,121988,386964263
CANADA,13/7/20,621486,386964263
CANADA,13/7/20,487888,386964263
CANADA,13/7/20,8846,386964263
CANADA,13/7/20,3419492,386964263
CANADA,13/7/20,265155,386964263
CANADA,13/7/20,2891,386964263
CANADA,13/7/20,4452,386964263
CANADA,13/7/20,747675,386964263
CANADA,13/7/20,5316146,386964263
CANADA,13/7/20,11607,386964263
CANADA,13/7/20,1307322,386964263
CANADA,13/8/18,1122687,420214495
CANADA,13/8/18,8689,420214495
CANADA,13/8/18,262321,420214495
CANADA,13/8/18,8266,420214495
CANADA,13/8/18,665238,420214495
CANADA,13/8/18,4553875,420214495
CANADA,13/8/18,10330,420214495
CANADA,13/8/18,792347,420214495
CANADA,13/8/18,2545771,420214495
CANADA,13/8/18,12030683,420214495
CANADA,13/8/18,74839,420214495
CANADA,13/8/18,67419,420214495
CANADA,13/8/18,6800,420214495
CANADA,13/8/18,71514,420214495
CANADA,13/8/18,196458,420214495
CANADA,13/8/18,629312,420214495
CANADA,13/8/18,317018,420214495
CANADA,13/8/18,64237,420214495
CANADA,13/8/18,46148,420214495
CANADA,13/8/18,3055231,420214495
CANADA,13/8/18,615673,420214495
CANADA,13/8/18,633,420214495
CANADA,13/8/18,128522,420214495
CANADA,13/8/18,7970,420214495
CANADA,13/8/18,797147,420214495
CANADA,13/8/18,7153,420214495
CANADA,13/8/18,8785,420214495
CANADA,13/8/18,911125,420214495
CANADA,13/8/18,1229094,420214495
CANADA,13/8/18,419525,420214495
CANADA,13/8/18,8215,420214495
CANADA,13/8/18,2721,420214495
CANADA,13/8/18,373981,420214495
CANADA,13/8/18,2210505,420214495
CANADA,14/5/18,5459,452433800
CANADA,14/5/18,128534,452433800
CANADA,14/5/18,8822,452433800
CANADA,14/5/18,2945947,452433800
CANADA,14/5/18,1201,452433800
CANADA,14/5/18,53034,452433800
CANADA,14/5/18,9862,452433800
CANADA,14/5/18,1172534,452433800
CANADA,14/5/18,385148,452433800
CANADA,14/5/18,2158815,452433800
CANADA,14/5/18,8477,452433800
CANADA,14/5/18,4379923,452433800
CANADA,14/5/18,614191,452433800
CANADA,14/5/18,11579670,452433800
CANADA,14/5/18,258409,452433800
CANADA,14/5/18,70008,452433800
CANADA,14/5/18,8237,452433800
CANADA,14/5/18,653869,452433800
CANADA,14/5/18,3930,452433800
CANADA,14/5/18,401461,452433800
CANADA,14/5/18,112970,452433800
CANADA,14/5/18,817354,452433800
CANADA,14/5/18,71426,452433800
CANADA,14/5/18,12206,452433800
CANADA,14/5/18,6728,452433800
CANADA,14/5/18,75966,452433800
CANADA,14/5/18,909036,452433800
CANADA,14/5/18,326296,452433800
CANADA,14/5/18,673881,452433800
CANADA,14/5/18,767427,452433800
CANADA,14/5/18,9936,452433800
CANADA,14/5/18,74661,452433800
CANADA,14/5/18,2442687,452433800
CANADA,14/5/18,1071200,452433800
CANADA,15/4/19,11411987,485759021
CANADA,15/4/19,264466,485759021
CANADA,15/4/19,902478,485759021
CANADA,15/4/19,147790,485759021
CANADA,15/4/19,4686008,485759021
CANADA,15/4/19,1306952,485759021
CANADA,15/4/19,1336762,485759021
CANADA,15/4/19,10051,485759021
CANADA,15/4/19,599215,485759021
CANADA,15/4/19,7937,485759021
CANADA,15/4/19,2222116,485759021
CANADA,15/4/19,11317,485759021
CANADA,15/4/19,75820,485759021
CANADA,15/4/19,13296,485759021
CANADA,15/4/19,11762,485759021
CANADA,15/4/19,757224,485759021
CANADA,15/4/19,2958892,485759021
CANADA,15/4/19,1793,485759021
CANADA,15/4/19,606707,485759021
CANADA,15/4/19,419060,485759021
CANADA,15/4/19,92754,485759021
CANADA,15/4/19,624485,485759021
CANADA,15/4/19,7822,485759021
CANADA,15/4/19,55138,485759021
CANADA,15/4/19,371746,485759021
CANADA,15/4/19,278099,485759021
CANADA,15/4/19,90539,485759021
CANADA,15/4/19,905130,485759021
CANADA,15/4/19,129266,485759021
CANADA,15/4/19,9389,485759021
CANADA,15/4/19,2921432,485759021
CANADA,15/4/19,72871,485759021
CANADA,15/4/19,4534,485759021
CANADA,15/4/19,10383,485759021
CANADA,15/6/20,248890,520554254
CANADA,15/6/20,6682,520554254
CANADA,15/6/20,124959,520554254
CANADA,15/6/20,442936,520554254
CANADA,15/6/20,10901782,520554254
CANADA,15/6/20,11200,520554254
CANADA,15/6/20,964025,520554254
CANADA,15/6/20,3184836,520554254
CANADA,15/6/20,132314,520554254
CANADA,15/6/20,3347958,520554254
CANADA,15/6/20,10826,520554254
CANADA,15/6/20,1320547,520554254
CANADA,15/6/20,230400,520554254
CANADA,15/6/20,84924,520554254
CANADA,15/6/20,602560,520554254
CANADA,15/6/20,11677,520554254
CANADA,15/6/20,5258162,520554254
CANADA,15/6/20,998912,520554254
CANADA,15/6/20,4809,520554254
CANADA,15/6/20,633937,520554254
CANADA,15/6/20,743495,520554254
CANADA,15/6/20,270900,520554254
CANADA,15/6/20,156815,520554254
CANADA,15/6/20,1450993,520554254
CANADA,15/6/20,13243,520554254
CANADA,15/6/20,12586,520554254
CANADA,15/6/20,2133,520554254
CANADA,15/6/20,18251,520554254
CANADA,15/6/20,117577,520554254
CANADA,15/6/20,246381,520554254
CANADA,15/6/20,419312,520554254
CANADA,15/6/20,11629,520554254
CANADA,15/6/20,2302590,520554254
CANADA,15/6/20,506992,520554254
CANADA,15/7/19,3252192,555346360
CANADA,15/7/19,13927,555346360
CANADA,15/7/19,18154,555346360
CANADA,15/7/19,10715,555346360
CANADA,15/7/19,1755,555346360
CANADA,15/7/19,3762,555346360
CANADA,15/7/19,1315077,555346360
CANADA,15/7/19,66534,555346360
CANADA,15/7/19,14361,555346360
CANADA,15/7/19,428640,555346360
CANADA,15/7/19,203795,555346360
CANADA,15/7/19,633929,555346360
CANADA,15/7/19,12496,555346360
CANADA,15/7/19,94556,555346360
CANADA,15/7/19,103666,555346360
CANADA,15/7/19,14172,555346360
CANADA,15/7/19,114124,555346360
CANADA,15/7/19,306032,555346360
CANADA,15/7/19,5000854,555346360
CANADA,15/7/19,761604,555346360
CANADA,15/7/19,367973,555346360
CANADA,15/7/19,2909544,555346360
CANADA,15/7/19,685302,555346360
CANADA,15/7/19,178163,555346360
CANADA,15/7/19,1372834,555346360
CANADA,15/7/19,119749,555346360
CANADA,15/7/19,13419,555346360
CANADA,15/7/19,919355,555346360
CANADA,15/7/19,919097,555346360
CANADA,15/7/19,11765771,555346360
CANADA,15/7/19,2288240,555346360
CANADA,15/7/19,251388,555346360
CANADA,15/7/19,621054,555346360
CANADA,15/7/19,9872,555346360
CANADA,16/4/18,2451523,586692320
CANADA,16/4/18,115316,586692320
CANADA,16/4/18,7973,586692320
CANADA,16/4/18,8483,586692320
CANADA,16/4/18,1163074,586692320
CANADA,16/4/18,10119,586692320
CANADA,16/4/18,2722177,586692320
CANADA,16/4/18,44224,586692320
CANADA,16/4/18,736014,586692320
CANADA,16/4/18,7627,586692320
CANADA,16/4/18,93453,586692320
CANADA,16/4/18,6624,586692320
CANADA,16/4/18,2096131,586692320
CANADA,16/4/18,393263,586692320
CANADA,16/4/18,7480,586692320
CANADA,16/4/18,60933,586692320
CANADA,16/4/18,66285,586692320
CANADA,16/4/18,1083028,586692320
CANADA,16/4/18,66137,586692320
CANADA,16/4/18,252705,586692320
CANADA,16/4/18,8705,586692320
CANADA,16/4/18,59717,586692320
CANADA,16/4/18,386670,586692320
CANADA,16/4/18,10494,586692320
CANADA,16/4/18,356004,586692320
CANADA,16/4/18,804566,586692320
CANADA,16/4/18,584174,586692320
CANADA,16/4/18,11302172,586692320
CANADA,16/4/18,658956,586692320
CANADA,16/4/18,922239,586692320
CANADA,16/4/18,1270,586692320
CANADA,16/4/18,661772,586692320
CANADA,16/4/18,4193597,586692320
CANADA,16/4/18,3055,586692320
CANADA,16/7/18,3990,619938698
CANADA,16/7/18,9635,619938698
CANADA,16/7/18,8192,619938698
CANADA,16/7/18,1091933,619938698
CANADA,16/7/18,73619,619938698
CANADA,16/7/18,9801,619938698
CANADA,16/7/18,648984,619938698
CANADA,16/7/18,339870,619938698
CANADA,16/7/18,2203549,619938698
CANADA,16/7/18,359774,619938698
CANADA,16/7/18,146485,619938698
CANADA,16/7/18,10603,619938698
CANADA,16/7/18,305134,619938698
CANADA,16/7/18,11961412,619938698
CANADA,16/7/18,63913,619938698
CANADA,16/7/18,120886,619938698
CANADA,16/7/18,53302,619938698
CANADA,16/7/18,2532830,619938698
CANADA,16/7/18,423076,619938698
CANADA,16/7/18,790366,619938698
CANADA,16/7/18,84706,619938698
CANADA,16/7/18,3119148,619938698
CANADA,16/7/18,628643,619938698
CANADA,16/7/18,1883,619938698
CANADA,16/7/18,917513,619938698
CANADA,16/7/18,71644,619938698
CANADA,16/7/18,8750,619938698
CANADA,16/7/18,7454,619938698
CANADA,16/7/18,4435428,619938698
CANADA,16/7/18,9938,619938698
CANADA,16/7/18,1319361,619938698
CANADA,16/7/18,825623,619938698
CANADA,16/7/18,10553,619938698
CANADA,16/7/18,648380,619938698
CANADA,17/6/19,103287,654894752
CANADA,17/6/19,927994,654894752
CANADA,17/6/19,2973532,654894752
CANADA,17/6/19,282290,654894752
CANADA,17/6/19,113989,654894752
CANADA,17/6/19,11875557,654894752
CANADA,17/6/19,13107,654894752
CANADA,17/6/19,3200050,654894752
CANADA,17/6/19,267580,654894752
CANADA,17/6/19,958397,654894752
CANADA,17/6/19,5162,654894752
CANADA,17/6/19,13019,654894752
CANADA,17/6/19,12905,654894752
CANADA,17/6/19,4976952,654894752
CANADA,17/6/19,12240,654894752
CANADA,17/6/19,159140,654894752
CANADA,17/6/19,673016,654894752
CANADA,17/6/19,195165,654894752
CANADA,17/6/19,14849,654894752
CANADA,17/6/19,14755,654894752
CANADA,17/6/19,1352549,654894752
CANADA,17/6/19,2328724,654894752
CANADA,17/6/19,604501,654894752
CANADA,17/6/19,427878,654894752
CANADA,17/6/19,1343425,654894752
CANADA,17/6/19,105740,654894752
CANADA,17/6/19,17997,654894752
CANADA,17/6/19,640234,654894752
CANADA,17/6/19,93997,654894752
CANADA,17/6/19,59678,654894752
CANADA,17/6/19,12072,654894752
CANADA,17/6/19,416026,654894752
CANADA,17/6/19,1498,654894752
CANADA,17/6/19,758749,654894752
CANADA,17/8/20,10905332,689689301
CANADA,17/8/20,596390,689689301
CANADA,17/8/20,18084,689689301
CANADA,17/8/20,1250772,689689301
CANADA,17/8/20,5273053,689689301
CANADA,17/8/20,10924,689689301
CANADA,17/8/20,1446964,689689301
CANADA,17/8/20,3274278,689689301
CANADA,17/8/20,1633,689689301
CANADA,17/8/20,12192,689689301
CANADA,17/8/20,483235,689689301
CANADA,17/8/20,12880,689689301
CANADA,17/8/20,958584,689689301
CANADA,17/8/20,317465,689689301
CANADA,17/8/20,128297,689689301
CANADA,17/8/20,123399,689689301
CANADA,17/8/20,3137725,689689301
CANADA,17/8/20,779071,689689301
CANADA,17/8/20,644709,689689301
CANADA,17/8/20,5845,689689301
CANADA,17/8/20,404619,689689301
CANADA,17/8/20,15916,689689301
CANADA,17/8/20,545091,689689301
CANADA,17/8/20,6906,689689301
CANADA,17/8/20,13301,689689301
CANADA,17/8/20,239332,689689301
CANADA,17/8/20,237160,689689301
CANADA,17/8/20,128072,689689301
CANADA,17/8/20,263342,689689301
CANADA,17/8/20,87885,689689301
CANADA,17/8/20,13519,689689301
CANADA,17/8/20,2313650,689689301
CANADA,17/8/20,143406,689689301
CANADA,17/8/20,1001518,689689301
CANADA,18/5/20,5161179,724542329
CANADA,18/5/20,11043793,724542329
CANADA,18/5/20,600119,724542329
CANADA,18/5/20,12427,724542329
CANADA,18/5/20,13502,724542329
CANADA,18/5/20,243183,724542329
CANADA,18/5/20,747640,724542329
CANADA,18/5/20,407517,724542329
CANADA,18/5/20,2342,724542329
CANADA,18/5/20,119530,724542329
CANADA,18/5/20,11704,724542329
CANADA,18/5/20,1330104,724542329
CANADA,18/5/20,14592,724542329
CANADA,18/5/20,451976,724542329
CANADA,18/5/20,19570,724542329
CANADA,18/5/20,3334217,724542329
CANADA,18/5/20,518467,724542329
CANADA,18/5/20,88372,724542329
CANADA,18/5/20,12524,724542329
CANADA,18/5/20,282150,724542329
CANADA,18/5/20,152602,724542329
CANADA,18/5/20,617637,724542329
CANADA,18/5/20,1448578,724542329
CANADA,18/5/20,4193,724542329
CANADA,18/5/20,2272218,724542329
CANADA,18/5/20,254131,724542329
CANADA,18/5/20,14872,724542329
CANADA,18/5/20,130015,724542329
CANADA,18/5/20,3181673,724542329
CANADA,18/5/20,954785,724542329
CANADA,18/5/20,141441,724542329
CANADA,18/5/20,13412,724542329
CANADA,18/5/20,258708,724542329
CANADA,18/5/20,993855,724542329
CANADA,18/6/18,959705,757328623
