txn_id,member_id,ticker,txn_date,txn_type,quantity,percentage_fee,txn_time
3055,c81e72,BTC,15-08-2017,BUY,5.890709379,0.28,2017-08-15T06:11:04.019Z
3058,a87ff6,BTC,15-08-2017,BUY,1.65610512,0.3,2017-08-15T07:16:24.058Z
3060,6512bd,BTC,15-08-2017,BUY,5.171697474,0.3,2017-08-15T10:26:17.122Z
3061,c81e72,BTC,15-08-2017,BUY,0.396267245,0.3,2017-08-15T11:16:38.834Z
3063,c20ad4,BTC,15-08-2017,BUY,9.340066042,0.18,2017-08-15T13:54:49.653Z
3067,c9f0f8,BTC,15-08-2017,BUY,0.282189621,0.3,2017-08-15T21:29:42.607Z
3068,c20ad4,BTC,16-08-2017,BUY,9.326268617,0.3,2017-08-16T05:33:40.185Z
3071,c81e72,BTC,16-08-2017,BUY,0.224922385,0.24,2017-08-16T10:30:31.616Z
3072,c9f0f8,BTC,16-08-2017,BUY,4.214959201,0.29,2017-08-16T10:31:34.786Z
3073,6512bd,BTC,16-08-2017,SELL,9.161029357,0.21,2017-08-16T10:46:00.123Z
3075,e4da3b,BTC,16-08-2017,BUY,2.617775253,0.3,2017-08-16T15:40:11.027Z
3077,c51ce4,BTC,16-08-2017,SELL,0.855545934,0.15,2017-08-16T20:19:12.812Z
3081,c20ad4,BTC,17-08-2017,SELL,9.621779538,0.25,2017-08-17T03:25:06.953Z
3082,8f14e4,BTC,17-08-2017,SELL,5.96483327,0.3,2017-08-17T06:12:22.158Z
3083,167909,BTC,17-08-2017,BUY,4.715918722,0.3,2017-08-17T09:58:00.409Z
3085,45c48c,BTC,17-08-2017,BUY,6.912252047,0.3,2017-08-17T13:46:28.470Z
3086,8f14e4,BTC,17-08-2017,BUY,8.657520845,0.3,2017-08-17T19:04:09.624Z
3087,a87ff6,BTC,17-08-2017,BUY,6.949951169,0.3,2017-08-17T20:55:08.267Z
3090,e4da3b,BTC,18-08-2017,BUY,8.475172642,0.13,2017-08-18T00:58:53.360Z
3091,6512bd,BTC,18-08-2017,SELL,2.834533638,0.29,2017-08-18T02:15:47.014Z
3092,45c48c,BTC,18-08-2017,BUY,0.542644178,0.3,2017-08-18T09:37:11.060Z
3093,aab323,BTC,18-08-2017,BUY,8.517545707,0.3,2017-08-18T10:19:26.451Z
3096,a87ff6,BTC,18-08-2017,SELL,7.784856504,0.13,2017-08-18T16:15:55.540Z
3097,45c48c,BTC,18-08-2017,BUY,3.021208192,0.16,2017-08-18T16:19:36.332Z
3100,c4ca42,BTC,18-08-2017,BUY,4.832775819,0.3,2017-08-18T21:47:50.177Z
3102,e4da3b,BTC,19-08-2017,BUY,9.563384951,0.3,2017-08-19T03:19:05.883Z
3103,aab323,BTC,19-08-2017,BUY,7.392456819,0.3,2017-08-19T05:55:14.928Z
3104,45c48c,BTC,19-08-2017,BUY,2.781181012,0.3,2017-08-19T13:10:46.669Z
3105,d3d944,BTC,19-08-2017,BUY,8.078438141,0.3,2017-08-19T15:59:29.542Z
3106,c9f0f8,BTC,19-08-2017,BUY,9.909182959,0.23,2017-08-19T17:48:17.167Z
3109,c51ce4,BTC,20-08-2017,SELL,3.660920683,0.3,2017-08-20T02:09:37.947Z
3110,d3d944,BTC,20-08-2017,BUY,2.088979941,0.3,2017-08-20T03:25:17.467Z
3111,c20ad4,BTC,20-08-2017,BUY,6.081615032,0.3,2017-08-20T06:05:10.369Z
3112,c81e72,BTC,20-08-2017,BUY,8.450952894,0.3,2017-08-20T07:39:51.447Z
3114,167909,BTC,20-08-2017,BUY,0.690549504,0.13,2017-08-20T12:48:10.430Z
3115,e4da3b,BTC,20-08-2017,BUY,7.511228105,0.3,2017-08-20T14:26:16.258Z
3117,a87ff6,BTC,20-08-2017,BUY,4.419808758,0.05,2017-08-20T16:51:38.358Z
3118,c81e72,BTC,20-08-2017,BUY,4.622191277,0.3,2017-08-20T18:55:58.603Z
3119,c20ad4,BTC,20-08-2017,BUY,6.234842346,0.17,2017-08-20T19:10:35.216Z
3120,167909,BTC,20-08-2017,BUY,9.758522091,0.3,2017-08-20T20:36:47.831Z
3121,e4da3b,BTC,20-08-2017,BUY,8.068130347,0.23,2017-08-20T21:25:39.622Z
3124,c20ad4,BTC,21-08-2017,BUY,3.732404044,0.3,2017-08-21T03:03:06.483Z
3126,c20ad4,BTC,21-08-2017,BUY,8.726319706,0.3,2017-08-21T09:35:42.224Z
3128,c9f0f8,BTC,21-08-2017,BUY,5.940813396,0.02,2017-08-21T12:32:26.824Z
3131,d3d944,BTC,21-08-2017,BUY,1.71433272,0.02,2017-08-21T16:24:14.783Z
3133,6512bd,BTC,21-08-2017,BUY,1.13908592,0.16,2017-08-21T20:43:11.583Z
3135,8f14e4,BTC,21-08-2017,BUY,3.453633983,0.3,2017-08-21T21:29:12.007Z
3136,c20ad4,BTC,21-08-2017,BUY,7.12741834,0.2,2017-08-21T23:51:24.124Z
3139,c20ad4,BTC,22-08-2017,BUY,7.31786429,0.22,2017-08-22T07:59:52.023Z
3141,e4da3b,BTC,22-08-2017,BUY,4.58006646,0.3,2017-08-22T11:47:44.980Z
3142,8f14e4,BTC,22-08-2017,BUY,2.829902536,0.3,2017-08-22T12:09:45.750Z
3143,c20ad4,BTC,22-08-2017,BUY,1.493863108,0.3,2017-08-22T12:56:09.158Z
3147,eccbc8,BTC,22-08-2017,BUY,5.915337866,0.3,2017-08-22T17:58:35.140Z
3149,a87ff6,BTC,22-08-2017,BUY,4.545968349,0.3,2017-08-22T22:20:31.755Z
3151,eccbc8,BTC,22-08-2017,BUY,6.361907329,0.3,2017-08-22T23:36:18.896Z
3153,45c48c,BTC,23-08-2017,BUY,7.65782616,0.25,2017-08-23T02:50:53.032Z
3154,a87ff6,BTC,23-08-2017,BUY,6.360118476,0.3,2017-08-23T04:51:29.883Z
3156,6512bd,BTC,23-08-2017,BUY,3.900907788,0.3,2017-08-23T06:02:21.059Z
3157,c20ad4,BTC,23-08-2017,SELL,9.866035921,0.3,2017-08-23T06:32:50.560Z
3159,eccbc8,BTC,23-08-2017,BUY,8.342368486,0.3,2017-08-23T07:39:53.822Z
3160,c4ca42,BTC,23-08-2017,SELL,3.753148095,0.28,2017-08-23T07:43:45.333Z
3161,d3d944,BTC,23-08-2017,SELL,4.399951196,0.3,2017-08-23T08:16:53.350Z
3163,e4da3b,BTC,23-08-2017,BUY,5.400573185,0.3,2017-08-23T13:30:21.961Z
3164,167909,BTC,23-08-2017,SELL,8.791892876,0.22,2017-08-23T14:30:08.424Z
3165,167909,BTC,23-08-2017,BUY,5.61630625,0.13,2017-08-23T16:05:39.199Z
3166,c4ca42,BTC,23-08-2017,BUY,1.012775992,0.17,2017-08-23T16:41:03.223Z
3167,d3d944,BTC,23-08-2017,BUY,5.687214813,0.3,2017-08-23T18:50:12.881Z
3168,c51ce4,BTC,23-08-2017,BUY,0.450443794,0.3,2017-08-23T22:37:21.757Z
3169,c9f0f8,BTC,24-08-2017,BUY,4.443622931,0.03,2017-08-24T00:14:48.439Z
3171,c4ca42,BTC,24-08-2017,BUY,2.929703618,0.24,2017-08-24T00:59:30.722Z
3172,eccbc8,BTC,24-08-2017,BUY,3.784262805,0.3,2017-08-24T01:19:58.234Z
3174,167909,BTC,24-08-2017,BUY,6.431949668,0.3,2017-08-24T04:21:44.544Z
3175,eccbc8,BTC,24-08-2017,BUY,8.545301875,0.3,2017-08-24T07:23:49.936Z
3180,45c48c,BTC,24-08-2017,BUY,8.623146819,0.3,2017-08-24T17:39:10.128Z
3181,8f14e4,BTC,24-08-2017,BUY,7.428029196,0.3,2017-08-24T19:34:34.945Z
3182,c51ce4,BTC,24-08-2017,SELL,5.991260646,0.3,2017-08-24T22:22:03.549Z
3183,c51ce4,BTC,24-08-2017,BUY,8.035542258,0.3,2017-08-24T22:47:23.116Z
3185,c9f0f8,BTC,25-08-2017,BUY,5.16941239,0.3,2017-08-25T02:11:23.120Z
3188,8f14e4,BTC,25-08-2017,BUY,7.598630335,0.3,2017-08-25T05:07:02.901Z
3189,8f14e4,BTC,25-08-2017,BUY,0.947783152,0.3,2017-08-25T12:18:46.308Z
3191,eccbc8,BTC,25-08-2017,BUY,6.875379863,0.3,2017-08-25T13:12:29.441Z
3192,a87ff6,BTC,25-08-2017,BUY,2.894327627,0.3,2017-08-25T14:05:36.307Z
3193,6512bd,BTC,25-08-2017,SELL,5.444439767,0.3,2017-08-25T15:41:40.486Z
3198,a87ff6,BTC,25-08-2017,BUY,5.662363996,0.3,2017-08-25T21:09:45.114Z
3200,6512bd,BTC,26-08-2017,BUY,6.536155998,0.3,2017-08-26T01:04:25.296Z
3201,c81e72,BTC,26-08-2017,BUY,4.353124752,0.08,2017-08-26T01:51:57.515Z
3204,c4ca42,BTC,26-08-2017,SELL,7.119218244,0.3,2017-08-26T04:57:47.018Z
3208,e4da3b,BTC,26-08-2017,BUY,3.417220037,0.02,2017-08-26T20:53:00.393Z
3209,c20ad4,BTC,27-08-2017,BUY,2.321447509,0.01,2017-08-27T00:05:39.552Z
3212,6512bd,BTC,27-08-2017,BUY,3.33406179,0.19,2017-08-27T03:35:09.965Z
3215,d3d944,BTC,27-08-2017,BUY,9.071664086,0.3,2017-08-27T06:39:37.260Z
3218,c20ad4,BTC,27-08-2017,BUY,7.646956858,0.3,2017-08-27T10:04:16.305Z
3219,d3d944,BTC,27-08-2017,BUY,0.602186007,0.09,2017-08-27T15:20:42.624Z
3220,d3d944,BTC,27-08-2017,BUY,4.192696228,0.3,2017-08-27T15:51:36.811Z
3221,aab323,BTC,27-08-2017,BUY,2.752230916,0.14,2017-08-27T16:15:57.880Z
3223,eccbc8,BTC,27-08-2017,BUY,4.234616151,0.3,2017-08-27T16:46:29.294Z
3224,167909,BTC,27-08-2017,BUY,1.168177018,0.3,2017-08-27T19:08:33.969Z
3228,6512bd,BTC,28-08-2017,BUY,5.550670298,0.3,2017-08-28T07:52:38.642Z
3229,aab323,BTC,28-08-2017,SELL,9.875095413,0.3,2017-08-28T08:34:21.276Z
3231,6512bd,BTC,28-08-2017,BUY,5.021569966,0.3,2017-08-28T10:24:00.770Z
3232,45c48c,BTC,28-08-2017,BUY,6.910583066,0.3,2017-08-28T12:25:20.863Z
3235,8f14e4,BTC,28-08-2017,BUY,6.842987572,0.3,2017-08-28T16:36:19.752Z
3236,c51ce4,BTC,28-08-2017,SELL,2.238165836,0.3,2017-08-28T16:55:14.292Z
3238,a87ff6,BTC,28-08-2017,BUY,7.268972912,0.2,2017-08-28T17:10:18.884Z
3239,8f14e4,BTC,28-08-2017,BUY,2.907179823,0.3,2017-08-28T17:49:48.637Z
3241,45c48c,BTC,28-08-2017,BUY,7.206990643,0.3,2017-08-28T20:47:49.824Z
3243,eccbc8,BTC,29-08-2017,BUY,9.981533924,0.3,2017-08-29T00:51:01.627Z
3245,eccbc8,BTC,29-08-2017,BUY,7.60620799,0.26,2017-08-29T03:33:29.200Z
3247,aab323,BTC,29-08-2017,BUY,5.386052388,0.18,2017-08-29T10:49:17.876Z
3250,c9f0f8,BTC,29-08-2017,BUY,1.134974631,0.05,2017-08-29T20:29:14.964Z
3251,c20ad4,BTC,29-08-2017,BUY,1.169961273,0.3,2017-08-29T21:15:00.276Z
3252,a87ff6,BTC,29-08-2017,SELL,6.248001804,0.3,2017-08-29T21:33:07.726Z
3254,167909,BTC,30-08-2017,BUY,9.895023466,0.3,2017-08-30T05:29:01.606Z
3257,c4ca42,BTC,30-08-2017,BUY,0.578224745,0.3,2017-08-30T08:26:12.514Z
3260,eccbc8,BTC,30-08-2017,BUY,7.333740632,0.3,2017-08-30T11:43:08.728Z
3261,c20ad4,BTC,30-08-2017,BUY,5.747580635,0.05,2017-08-30T18:06:25.540Z
3263,45c48c,BTC,30-08-2017,BUY,1.619648476,0.3,2017-08-30T19:43:18.524Z
3264,45c48c,BTC,30-08-2017,BUY,7.094921811,0.04,2017-08-30T22:28:06.994Z
3267,d3d944,BTC,31-08-2017,BUY,2.786973846,0.3,2017-08-31T02:10:04.080Z
3268,e4da3b,BTC,31-08-2017,BUY,8.020260933,0.3,2017-08-31T03:25:48.474Z
3269,6512bd,BTC,31-08-2017,BUY,9.520257843,0.06,2017-08-31T08:44:31.025Z
3271,eccbc8,BTC,31-08-2017,SELL,8.374234698,0.3,2017-08-31T09:36:44.546Z
3272,c9f0f8,BTC,31-08-2017,BUY,4.07857356,0.18,2017-08-31T10:03:27.810Z
3274,8f14e4,BTC,31-08-2017,SELL,7.859080516,0.3,2017-08-31T15:11:29.226Z
3275,45c48c,BTC,31-08-2017,BUY,5.352451366,0.3,2017-08-31T17:26:40.893Z
3276,6512bd,BTC,31-08-2017,BUY,9.477665035,0.24,2017-08-31T20:17:00.637Z
3277,aab323,BTC,31-08-2017,BUY,0.164626341,0.3,2017-08-31T22:48:40.976Z
3280,a87ff6,BTC,01-09-2017,BUY,7.322561714,0.3,2017-09-01T07:02:08.577Z
3281,c4ca42,BTC,01-09-2017,BUY,3.835118501,0.3,2017-09-01T08:21:21.959Z
3282,eccbc8,BTC,01-09-2017,BUY,6.891309386,0.3,2017-09-01T09:19:29.423Z
3283,8f14e4,BTC,01-09-2017,BUY,2.716184341,0.3,2017-09-01T10:30:24.618Z
3284,e4da3b,BTC,02-09-2017,BUY,0.741593551,0.3,2017-09-02T00:52:21.859Z
3287,c4ca42,BTC,02-09-2017,BUY,4.875076679,0.3,2017-09-02T08:16:27.713Z
3288,6512bd,BTC,02-09-2017,BUY,4.405766184,0.22,2017-09-02T11:17:08.721Z
3289,a87ff6,BTC,02-09-2017,BUY,9.281719882,0.24,2017-09-02T11:41:51.725Z
3291,c9f0f8,BTC,02-09-2017,BUY,7.815310497,0.3,2017-09-02T14:24:16.136Z
3292,45c48c,BTC,02-09-2017,BUY,5.850502357,0.3,2017-09-02T14:43:27.634Z
3294,aab323,BTC,02-09-2017,BUY,6.298221218,0.3,2017-09-02T22:00:08.062Z
3296,c4ca42,BTC,02-09-2017,SELL,9.21892989,0.3,2017-09-02T23:29:04.934Z
3297,c51ce4,BTC,03-09-2017,BUY,8.264813903,0.29,2017-09-03T03:07:55.857Z
3298,d3d944,BTC,03-09-2017,SELL,2.326185046,0.26,2017-09-03T03:19:21.535Z
3302,c20ad4,BTC,03-09-2017,BUY,9.803748776,0.16,2017-09-03T09:17:53.900Z
3303,c4ca42,BTC,03-09-2017,BUY,5.01740327,0.29,2017-09-03T13:57:39.534Z
3305,c20ad4,BTC,03-09-2017,BUY,5.521993128,0.3,2017-09-03T19:13:09.349Z
3309,c4ca42,BTC,04-09-2017,BUY,5.104839136,0.3,2017-09-04T06:40:56.710Z
3312,e4da3b,BTC,04-09-2017,BUY,2.693658191,0.3,2017-09-04T13:49:27.832Z
3314,6512bd,BTC,04-09-2017,BUY,6.943649231,0.25,2017-09-04T16:08:35.345Z
3315,aab323,BTC,04-09-2017,BUY,3.280635631,0.04,2017-09-04T16:25:26.690Z
3318,c51ce4,BTC,04-09-2017,SELL,6.570684301,0.2,2017-09-04T22:51:09.709Z
3319,aab323,BTC,05-09-2017,BUY,9.955117294,0.3,2017-09-05T00:01:22.821Z
3323,45c48c,BTC,05-09-2017,BUY,6.881262998,0.3,2017-09-05T05:53:27.109Z
3325,c4ca42,BTC,05-09-2017,BUY,8.791036763,0.07,2017-09-05T10:24:02.996Z
3326,8f14e4,BTC,05-09-2017,BUY,4.670177892,0.16,2017-09-05T10:38:08.941Z
3327,d3d944,BTC,05-09-2017,BUY,9.979088389,0.3,2017-09-05T11:39:51.733Z
3328,a87ff6,BTC,05-09-2017,BUY,2.173835448,0.3,2017-09-05T11:52:45.998Z
3329,eccbc8,BTC,05-09-2017,BUY,3.610427634,0.3,2017-09-05T12:02:09.999Z
3330,e4da3b,BTC,05-09-2017,BUY,6.109291745,0.11,2017-09-05T13:45:05.473Z
3331,167909,BTC,05-09-2017,BUY,3.820643929,0.3,2017-09-05T17:42:59.035Z
3332,c20ad4,BTC,05-09-2017,BUY,4.191404731,0.3,2017-09-05T17:54:35.511Z
3334,c20ad4,BTC,05-09-2017,SELL,2.449798068,0.26,2017-09-05T22:07:10.298Z
3335,167909,BTC,05-09-2017,SELL,9.758132067,0.3,2017-09-05T22:11:02.067Z
3338,c20ad4,BTC,06-09-2017,BUY,1.907034577,0.3,2017-09-06T09:26:04.160Z
3342,c4ca42,BTC,06-09-2017,BUY,2.033433834,0.3,2017-09-06T16:30:24.208Z
3343,e4da3b,BTC,06-09-2017,BUY,7.42159323,0.3,2017-09-06T20:33:00.241Z
3344,d3d944,BTC,06-09-2017,BUY,0.298550089,0.3,2017-09-06T20:55:06.239Z
3347,c20ad4,BTC,06-09-2017,BUY,4.273453142,0.3,2017-09-06T22:56:42.935Z
3348,c9f0f8,BTC,06-09-2017,BUY,3.78018489,0.01,2017-09-06T23:06:50.856Z
3349,45c48c,BTC,07-09-2017,BUY,5.742277661,0.3,2017-09-07T02:48:12.221Z
3351,c51ce4,BTC,07-09-2017,BUY,0.25290238,0.3,2017-09-07T03:58:59.824Z
3352,45c48c,BTC,07-09-2017,BUY,5.792822425,0.3,2017-09-07T04:23:23.350Z
3353,45c48c,BTC,07-09-2017,BUY,7.646018287,0.3,2017-09-07T08:40:12.050Z
3354,c20ad4,BTC,07-09-2017,BUY,1.032139742,0.3,2017-09-07T10:47:46.519Z
3356,45c48c,BTC,07-09-2017,BUY,8.579249661,0.3,2017-09-07T11:50:35.782Z
3357,c81e72,BTC,07-09-2017,SELL,3.865038425,0.3,2017-09-07T17:06:59.819Z
3359,a87ff6,BTC,07-09-2017,BUY,3.873674306,0.3,2017-09-07T19:10:51.440Z
3363,eccbc8,BTC,07-09-2017,BUY,4.376895522,0.3,2017-09-07T22:54:59.612Z
3366,d3d944,BTC,08-09-2017,BUY,9.281014208,0.3,2017-09-08T11:40:55.102Z
3367,c4ca42,BTC,08-09-2017,BUY,2.193759967,0.3,2017-09-08T15:42:05.475Z
3368,c9f0f8,BTC,08-09-2017,BUY,5.061671989,0.3,2017-09-08T16:22:56.614Z
3370,c51ce4,BTC,08-09-2017,BUY,8.431788396,0.3,2017-09-08T19:01:23.653Z
3372,c20ad4,BTC,08-09-2017,BUY,5.240255362,0.3,2017-09-08T23:45:35.573Z
3373,6512bd,BTC,09-09-2017,BUY,1.532137259,0.3,2017-09-09T02:13:43.146Z
3374,6512bd,BTC,09-09-2017,BUY,8.881234637,0.3,2017-09-09T02:41:11.743Z
3375,c9f0f8,BTC,09-09-2017,BUY,1.446829809,0.3,2017-09-09T08:58:06.306Z
3376,c9f0f8,BTC,09-09-2017,SELL,2.61180427,0.3,2017-09-09T09:40:23.440Z
3377,aab323,BTC,09-09-2017,SELL,0.041183696,0.27,2017-09-09T11:11:25.939Z
3379,a87ff6,BTC,09-09-2017,BUY,5.965897225,0.3,2017-09-09T14:36:33.188Z
3380,8f14e4,BTC,09-09-2017,BUY,5.227719177,0.06,2017-09-09T14:45:45.445Z
3382,e4da3b,BTC,09-09-2017,SELL,5.151918903,0.3,2017-09-09T16:57:36.228Z
3383,8f14e4,BTC,09-09-2017,BUY,8.479056444,0.3,2017-09-09T17:21:30.522Z
3387,c81e72,BTC,09-09-2017,BUY,1.312879634,0.3,2017-09-09T21:17:23.979Z
3388,c51ce4,BTC,09-09-2017,BUY,4.787029784,0.3,2017-09-09T22:25:53.229Z
3389,c9f0f8,BTC,09-09-2017,BUY,4.303021421,0.3,2017-09-09T22:46:04.103Z
3391,a87ff6,BTC,10-09-2017,BUY,1.31739088,0.3,2017-09-10T01:02:48.745Z
3392,c20ad4,BTC,10-09-2017,BUY,5.23539272,0.3,2017-09-10T01:18:56.406Z
3394,c9f0f8,BTC,10-09-2017,BUY,7.45413388,0.02,2017-09-10T03:51:42.569Z
3395,167909,BTC,10-09-2017,BUY,5.981070155,0.27,2017-09-10T06:21:54.167Z
3398,c51ce4,BTC,10-09-2017,BUY,3.592609647,0.3,2017-09-10T09:23:23.051Z
3401,c4ca42,BTC,10-09-2017,BUY,6.13354681,0.3,2017-09-10T15:01:54.202Z
3402,167909,BTC,10-09-2017,SELL,5.329716013,0.3,2017-09-10T19:20:52.050Z
3403,e4da3b,BTC,11-09-2017,BUY,2.341687102,0.3,2017-09-11T02:44:00.243Z
3406,aab323,BTC,11-09-2017,BUY,9.299266576,0.3,2017-09-11T04:58:24.686Z
3407,6512bd,BTC,11-09-2017,BUY,2.28720038,0.3,2017-09-11T06:19:05.607Z
3408,c51ce4,BTC,11-09-2017,BUY,4.482813082,0.3,2017-09-11T06:24:33.073Z
3409,45c48c,BTC,11-09-2017,BUY,8.253294626,0.3,2017-09-11T06:36:28.692Z
3410,eccbc8,BTC,11-09-2017,BUY,1.879034267,0.08,2017-09-11T06:55:03.082Z
3411,eccbc8,BTC,11-09-2017,BUY,9.237427815,0.3,2017-09-11T07:12:31.253Z
3412,e4da3b,BTC,11-09-2017,SELL,4.318960808,0.3,2017-09-11T08:41:02.805Z
3413,167909,BTC,11-09-2017,BUY,8.936258413,0.09,2017-09-11T10:48:03.436Z
3414,c20ad4,BTC,11-09-2017,BUY,0.832328016,0.3,2017-09-11T12:04:34.533Z
3418,c51ce4,BTC,11-09-2017,BUY,6.710187863,0.21,2017-09-11T19:11:26.487Z
3419,c51ce4,BTC,11-09-2017,BUY,0.948778077,0.3,2017-09-11T22:01:02.711Z
3420,c51ce4,BTC,11-09-2017,SELL,2.168547621,0.15,2017-09-11T22:45:24.137Z
3421,d3d944,BTC,12-09-2017,BUY,3.79838776,0.3,2017-09-12T02:00:48.620Z
3422,c51ce4,BTC,12-09-2017,SELL,4.193848821,0.06,2017-09-12T02:20:26.624Z
3423,8f14e4,BTC,12-09-2017,BUY,1.633047328,0.3,2017-09-12T02:54:28.410Z
3425,aab323,BTC,12-09-2017,BUY,3.559787237,0.3,2017-09-12T06:17:46.838Z
3426,e4da3b,BTC,12-09-2017,SELL,5.352579159,0.05,2017-09-12T07:34:06.716Z
3427,aab323,BTC,12-09-2017,BUY,0.294553707,0.04,2017-09-12T07:56:36.820Z
3429,c4ca42,BTC,12-09-2017,BUY,3.844798752,0.3,2017-09-12T11:46:38.137Z
3430,8f14e4,BTC,12-09-2017,BUY,2.95779116,0.3,2017-09-12T12:02:34.511Z
3431,e4da3b,BTC,12-09-2017,BUY,3.040394169,0.3,2017-09-12T12:15:05.784Z
3433,6512bd,BTC,12-09-2017,BUY,1.421479062,0.3,2017-09-12T14:00:51.157Z
3434,6512bd,BTC,12-09-2017,BUY,2.984297153,0.08,2017-09-12T14:38:47.798Z
3435,e4da3b,BTC,12-09-2017,SELL,4.501403199,0.3,2017-09-12T15:16:12.121Z
3436,45c48c,BTC,12-09-2017,BUY,6.974156913,0.21,2017-09-12T20:00:33.102Z
3437,eccbc8,BTC,12-09-2017,BUY,9.583119727,0.3,2017-09-12T21:21:16.515Z
3442,8f14e4,BTC,13-09-2017,BUY,5.224794044,0.3,2017-09-13T03:49:54.289Z
3443,c4ca42,BTC,13-09-2017,BUY,1.447986203,0.3,2017-09-13T04:43:06.567Z
3446,d3d944,BTC,13-09-2017,BUY,7.719980718,0.24,2017-09-13T11:46:49.565Z
3448,8f14e4,BTC,13-09-2017,BUY,0.638826441,0.3,2017-09-13T12:11:51.395Z
3449,45c48c,BTC,13-09-2017,BUY,4.578143768,0.3,2017-09-13T12:25:13.966Z
3450,eccbc8,BTC,13-09-2017,BUY,9.323248136,0.3,2017-09-13T14:38:15.452Z
3451,c9f0f8,BTC,13-09-2017,BUY,3.293906661,0.3,2017-09-13T21:34:11.315Z
3453,e4da3b,BTC,14-09-2017,SELL,0.444961238,0.11,2017-09-14T01:37:36.646Z
3454,45c48c,BTC,14-09-2017,BUY,9.461287946,0.3,2017-09-14T01:53:47.048Z
3456,c20ad4,BTC,14-09-2017,BUY,1.922339969,0.3,2017-09-14T14:23:23.840Z
3457,c20ad4,BTC,14-09-2017,BUY,3.368669358,0.3,2017-09-14T16:28:40.741Z
3458,167909,BTC,14-09-2017,BUY,1.519261038,0.3,2017-09-14T18:12:47.291Z
3463,6512bd,BTC,14-09-2017,SELL,0.881466724,0.3,2017-09-14T22:04:53.816Z
3467,c4ca42,BTC,15-09-2017,BUY,1.452947843,0.16,2017-09-15T04:07:25.781Z
3471,a87ff6,BTC,15-09-2017,BUY,8.898793377,0.26,2017-09-15T12:05:36.024Z
3473,167909,BTC,15-09-2017,BUY,3.495923567,0.3,2017-09-15T13:28:39.783Z
3475,e4da3b,BTC,15-09-2017,BUY,1.236667257,0.3,2017-09-15T13:58:10.912Z
3477,aab323,BTC,15-09-2017,SELL,7.235840102,0.3,2017-09-15T20:11:09.583Z
3478,c4ca42,BTC,15-09-2017,BUY,1.618446122,0.3,2017-09-15T20:29:36.237Z
3479,a87ff6,BTC,15-09-2017,SELL,5.888815802,0.3,2017-09-15T22:13:24.138Z
3480,a87ff6,BTC,15-09-2017,BUY,4.703387391,0.08,2017-09-15T22:54:35.715Z
3481,c81e72,BTC,15-09-2017,BUY,7.541302111,0.25,2017-09-15T23:57:54.503Z
3482,e4da3b,BTC,16-09-2017,BUY,6.968070922,0.08,2017-09-16T01:57:42.837Z
3484,a87ff6,BTC,16-09-2017,BUY,7.403161083,0.3,2017-09-16T04:34:02.397Z
3486,45c48c,BTC,16-09-2017,BUY,8.866942013,0.05,2017-09-16T06:03:57.385Z
3488,8f14e4,BTC,16-09-2017,BUY,1.440082183,0.3,2017-09-16T06:44:58.916Z
3490,167909,BTC,16-09-2017,SELL,3.094743063,0.3,2017-09-16T08:37:21.763Z
3491,a87ff6,BTC,16-09-2017,BUY,9.992051602,0.3,2017-09-16T08:53:23.018Z
3493,a87ff6,BTC,16-09-2017,BUY,1.745839492,0.3,2017-09-16T10:37:41.232Z
3494,c4ca42,BTC,16-09-2017,BUY,2.32903305,0.3,2017-09-16T11:02:01.568Z
3495,d3d944,BTC,16-09-2017,BUY,7.104909334,0.3,2017-09-16T14:46:41.833Z
3496,6512bd,BTC,16-09-2017,SELL,4.367962542,0.13,2017-09-16T16:02:47.898Z
3497,8f14e4,BTC,16-09-2017,BUY,5.63600004,0.3,2017-09-16T16:05:58.537Z
3498,e4da3b,BTC,16-09-2017,BUY,1.633036503,0.28,2017-09-16T17:52:47.869Z
3499,a87ff6,BTC,16-09-2017,BUY,5.408119183,0.21,2017-09-16T19:42:02.484Z
3500,a87ff6,BTC,16-09-2017,SELL,5.612473668,0.26,2017-09-16T20:06:41.233Z
3502,6512bd,BTC,16-09-2017,BUY,9.825743635,0.3,2017-09-16T22:31:14.744Z
3503,e4da3b,BTC,16-09-2017,BUY,4.021290291,0.23,2017-09-16T23:40:55.468Z
3504,d3d944,BTC,17-09-2017,BUY,6.932267842,0.3,2017-09-17T01:15:39.087Z
3505,c51ce4,BTC,17-09-2017,BUY,0.992859724,0.3,2017-09-17T04:33:01.384Z
3506,a87ff6,BTC,17-09-2017,BUY,7.779099052,0.3,2017-09-17T08:02:56.354Z
3512,d3d944,BTC,17-09-2017,BUY,3.421371625,0.3,2017-09-17T12:28:31.165Z
3514,a87ff6,BTC,17-09-2017,SELL,1.280638121,0.27,2017-09-17T18:46:11.604Z
3516,a87ff6,BTC,17-09-2017,BUY,8.832327549,0.3,2017-09-17T19:57:33.030Z
3517,6512bd,BTC,17-09-2017,BUY,3.473205163,0.3,2017-09-17T20:26:58.949Z
3520,c9f0f8,BTC,18-09-2017,BUY,3.108220414,0.3,2017-09-18T09:13:38.008Z
3522,a87ff6,BTC,18-09-2017,BUY,7.99531009,0.1,2017-09-18T17:03:22.995Z
3524,e4da3b,BTC,18-09-2017,BUY,8.769676215,0.3,2017-09-18T20:35:24.774Z
3525,8f14e4,BTC,18-09-2017,BUY,0.602957572,0.23,2017-09-18T21:03:19.010Z
