item_name,whsle_px_rmb-kg
Chinese Cabbage,1.9
Chinese Cabbage,1.9
Chinese Cabbage,1.9
Chinese Cabbage,1.9
Chinese Cabbage,1.9
Chinese Cabbage,1.9
Chinese Cabbage,1.9
Chinese Cabbage,1.9
Chinese Cabbage,1.9
Chinese Cabbage,1.9
Chinese Cabbage,1.9
Chinese Cabbage,1.9
Chinese Cabbage,1.91
Chinese Cabbage,1.93
Chinese Cabbage,1.94
Chinese Cabbage,1.94
Chinese Cabbage,1.94
Chinese Cabbage,1.96
Chinese Cabbage,1.96
Chinese Cabbage,1.96
Chinese Cabbage,1.96
Chinese Cabbage,1.96
Chinese Cabbage,1.96
Chinese Cabbage,1.97
Chinese Cabbage,1.97
Chinese Cabbage,1.99
Chinese Cabbage,1.99
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.0
Chinese Cabbage,2.01
Chinese Cabbage,2.02
Chinese Cabbage,2.02
Chinese Cabbage,2.02
Chinese Cabbage,2.03
Chinese Cabbage,2.03
Chinese Cabbage,2.04
Chinese Cabbage,2.04
Chinese Cabbage,2.04
Chinese Cabbage,2.04
Chinese Cabbage,2.04
Chinese Cabbage,2.07
Chinese Cabbage,2.1
Chinese Cabbage,2.1
Chinese Cabbage,2.1
Chinese Cabbage,2.1
Chinese Cabbage,2.1
Chinese Cabbage,2.1
Chinese Cabbage,2.1
Chinese Cabbage,2.1
Chinese Cabbage,2.11
Chinese Cabbage,2.12
Chinese Cabbage,2.15
Chinese Cabbage,2.16
Chinese Cabbage,2.17
Chinese Cabbage,2.2
Chinese Cabbage,2.2
Chinese Cabbage,2.2
Chinese Cabbage,2.2
Chinese Cabbage,2.2
Chinese Cabbage,2.2
Chinese Cabbage,2.2
Chinese Cabbage,2.2
Chinese Cabbage,2.2
Chinese Cabbage,2.2
Chinese Cabbage,2.21
Chinese Cabbage,2.21
Chinese Cabbage,2.21
Chinese Cabbage,2.21
Chinese Cabbage,2.21
Chinese Cabbage,2.22
Chinese Cabbage,2.23
Chinese Cabbage,2.23
Chinese Cabbage,2.23
Chinese Cabbage,2.23
Chinese Cabbage,2.23
Chinese Cabbage,2.23
Chinese Cabbage,2.23
Chinese Cabbage,2.24
Chinese Cabbage,2.24
Chinese Cabbage,2.24
Chinese Cabbage,2.24
Chinese Cabbage,2.24
Chinese Cabbage,2.25
Chinese Cabbage,2.25
Chinese Cabbage,2.26
Chinese Cabbage,2.29
Chinese Cabbage,2.3
Chinese Cabbage,2.3
Chinese Cabbage,2.3
Chinese Cabbage,2.3
Chinese Cabbage,2.3
Chinese Cabbage,2.3
Chinese Cabbage,2.3
Chinese Cabbage,2.3
Chinese Cabbage,2.33
Chinese Cabbage,2.35
Chinese Cabbage,2.36
Chinese Cabbage,2.4
Chinese Cabbage,2.4
Chinese Cabbage,2.4
Chinese Cabbage,2.4
Chinese Cabbage,2.4
Chinese Cabbage,2.4
Chinese Cabbage,2.41
Chinese Cabbage,2.41
Chinese Cabbage,2.41
Chinese Cabbage,2.43
Chinese Cabbage,2.43
Chinese Cabbage,2.44
Chinese Cabbage,2.44
Chinese Cabbage,2.44
Chinese Cabbage,2.45
Chinese Cabbage,2.49
Chinese Cabbage,2.5
Chinese Cabbage,2.52
Chinese Cabbage,2.52
Chinese Cabbage,2.53
Chinese Cabbage,2.53
Chinese Cabbage,2.59
Chinese Cabbage,2.6
Chinese Cabbage,2.6
Chinese Cabbage,2.6
Chinese Cabbage,2.6
Chinese Cabbage,2.6
Chinese Cabbage,2.6
Chinese Cabbage,2.6
Chinese Cabbage,2.6
Chinese Cabbage,2.6
Chinese Cabbage,2.6
Chinese Cabbage,2.6
Chinese Cabbage,2.6
Chinese Cabbage,2.6
Chinese Cabbage,2.6
Chinese Cabbage,2.6
Chinese Cabbage,2.6
Chinese Cabbage,2.6
Chinese Cabbage,2.6
Chinese Cabbage,2.6
Chinese Cabbage,2.6
Chinese Cabbage,2.6
Chinese Cabbage,2.6
Chinese Cabbage,2.6
Chinese Cabbage,2.6
Chinese Cabbage,2.61
Chinese Cabbage,2.61
Chinese Cabbage,2.61
Chinese Cabbage,2.61
Chinese Cabbage,2.61
Chinese Cabbage,2.61
Chinese Cabbage,2.63
Chinese Cabbage,2.67
Chinese Cabbage,2.68
Chinese Cabbage,2.68
Chinese Cabbage,2.69
Chinese Cabbage,2.71
Chinese Cabbage,2.72
Chinese Cabbage,2.72
Chinese Cabbage,2.73
Chinese Cabbage,2.74
Chinese Cabbage,2.74
Chinese Cabbage,2.74
Chinese Cabbage,2.74
Chinese Cabbage,2.76
Chinese Cabbage,2.78
Chinese Cabbage,2.78
Chinese Cabbage,2.79
Chinese Cabbage,2.79
Chinese Cabbage,2.8
Chinese Cabbage,2.8
Chinese Cabbage,2.8
Chinese Cabbage,2.8
Chinese Cabbage,2.8
Chinese Cabbage,2.81
Chinese Cabbage,2.82
Chinese Cabbage,2.82
Chinese Cabbage,2.82
Chinese Cabbage,2.82
Chinese Cabbage,2.82
Chinese Cabbage,2.82
Chinese Cabbage,2.82
Chinese Cabbage,2.82
Chinese Cabbage,2.82
Chinese Cabbage,2.82
Chinese Cabbage,2.82
Chinese Cabbage,2.83
Chinese Cabbage,2.93
Chinese Cabbage,2.93
Chinese Cabbage,2.93
Chinese Cabbage,2.94
Chinese Cabbage,2.94
Chinese Cabbage,3.02
Chinese Cabbage,3.37
Chinese Cabbage,3.48
Chinese Cabbage,3.48
Chinese Cabbage,3.48
Chinese Cabbage,3.51
Chinese Cabbage,3.59
Chinese Cabbage,3.59
Chinese Cabbage,3.62
Chinese Cabbage,3.64
Chinese Cabbage,3.66
Chinese Cabbage,3.66
Chinese Cabbage,3.66
Chinese Cabbage,3.66
Wandoujian,3.16
Wandoujian,3.33
Wandoujian,5.52
Wandoujian,5.66
Wandoujian,5.78
Wandoujian,5.86
Wandoujian,5.93
Wandoujian,6.2
Wandoujian,6.21
Wandoujian,6.26
Wandoujian,6.29
Wandoujian,6.32
Wandoujian,6.45
Wandoujian,6.93
Wandoujian,7.64
Wandoujian,7.65
Wandoujian,7.65
Wandoujian,7.72
Wandoujian,9.54
Wandoujian,9.54
Wandoujian,9.54
Wandoujian,9.58
Wandoujian,12.69
Wandoujian,12.71
Wandoujian,12.71
Wandoujian,12.71
Wandoujian,12.88
Wandoujian,13.23
Wandoujian,13.59
Wandoujian,13.59
Wandoujian,13.72
Wandoujian,13.73
Wandoujian,13.73
Wandoujian,13.91
Wandoujian,13.98
Wandoujian,13.99
Wandoujian,13.99
Wandoujian,14.11
Wandoujian,14.17
Wandoujian,14.18
Wandoujian,15.0
Wandoujian,15.0
Wandoujian,15.02
Wandoujian,16.0
Wandoujian,16.46
Yunnan Lettuces,0.02
Yunnan Lettuces,0.29
Yunnan Lettuces,0.89
Yunnan Lettuces,2.5
Yunnan Lettuces,2.5
Yunnan Lettuces,2.5
Yunnan Lettuces,2.5
Yunnan Lettuces,2.56
Yunnan Lettuces,2.61
Yunnan Lettuces,2.61
Yunnan Lettuces,2.63
Yunnan Lettuces,2.66
Yunnan Lettuces,2.72
Yunnan Lettuces,2.72
Yunnan Lettuces,2.72
Yunnan Lettuces,2.72
Yunnan Lettuces,2.72
Yunnan Lettuces,2.72
Yunnan Lettuces,2.72
Yunnan Lettuces,2.77
Yunnan Lettuces,2.79
Yunnan Lettuces,2.79
Yunnan Lettuces,2.79
Yunnan Lettuces,2.79
Yunnan Lettuces,2.81
Yunnan Lettuces,2.81
Yunnan Lettuces,2.81
Yunnan Lettuces,2.81
Yunnan Lettuces,2.81
Yunnan Lettuces,2.81
Yunnan Lettuces,2.81
Yunnan Lettuces,2.81
Yunnan Lettuces,2.81
Yunnan Lettuces,2.81
Yunnan Lettuces,2.81
Yunnan Lettuces,2.81
Yunnan Lettuces,2.81
Yunnan Lettuces,2.81
Yunnan Lettuces,2.81
Yunnan Lettuces,2.81
Yunnan Lettuces,2.82
Yunnan Lettuces,2.82
Yunnan Lettuces,2.86
Yunnan Lettuces,2.87
Yunnan Lettuces,2.87
Yunnan Lettuces,2.87
Yunnan Lettuces,2.87
Yunnan Lettuces,2.87
Yunnan Lettuces,2.89
Yunnan Lettuces,2.91
Yunnan Lettuces,2.91
Yunnan Lettuces,2.92
Yunnan Lettuces,2.92
Yunnan Lettuces,2.92
Yunnan Lettuces,2.92
Yunnan Lettuces,2.92
Yunnan Lettuces,2.93
Yunnan Lettuces,2.93
Yunnan Lettuces,2.94
Yunnan Lettuces,2.94
Yunnan Lettuces,2.94
Yunnan Lettuces,2.94
Yunnan Lettuces,2.96
Yunnan Lettuces,2.99
Yunnan Lettuces,3.0
Yunnan Lettuces,3.0
Yunnan Lettuces,3.0
Yunnan Lettuces,3.0
Yunnan Lettuces,3.02
Yunnan Lettuces,3.02
Yunnan Lettuces,3.03
Yunnan Lettuces,3.03
Yunnan Lettuces,3.03
Yunnan Lettuces,3.03
Yunnan Lettuces,3.03
Yunnan Lettuces,3.04
Yunnan Lettuces,3.04
Yunnan Lettuces,3.04
Yunnan Lettuces,3.04
Yunnan Lettuces,3.04
Yunnan Lettuces,3.04
Yunnan Lettuces,3.04
Yunnan Lettuces,3.04
Yunnan Lettuces,3.05
Yunnan Lettuces,3.06
Yunnan Lettuces,3.06
Yunnan Lettuces,3.09
Yunnan Lettuces,3.09
Yunnan Lettuces,3.1
Yunnan Lettuces,3.1
Yunnan Lettuces,3.1
Yunnan Lettuces,3.1
Yunnan Lettuces,3.1
Yunnan Lettuces,3.1
Yunnan Lettuces,3.1
Yunnan Lettuces,3.1
Yunnan Lettuces,3.12
Yunnan Lettuces,3.12
Yunnan Lettuces,3.12
Yunnan Lettuces,3.12
Yunnan Lettuces,3.12
Yunnan Lettuces,3.12
Yunnan Lettuces,3.12
Yunnan Lettuces,3.12
Yunnan Lettuces,3.12
Yunnan Lettuces,3.12
Yunnan Lettuces,3.12
Yunnan Lettuces,3.12
Yunnan Lettuces,3.12
Yunnan Lettuces,3.12
Yunnan Lettuces,3.13
Yunnan Lettuces,3.13
Yunnan Lettuces,3.13
Yunnan Lettuces,3.13
Yunnan Lettuces,3.13
Yunnan Lettuces,3.13
Yunnan Lettuces,3.13
Yunnan Lettuces,3.13
Yunnan Lettuces,3.13
Yunnan Lettuces,3.13
Yunnan Lettuces,3.13
Yunnan Lettuces,3.15
Yunnan Lettuces,3.15
Yunnan Lettuces,3.15
Yunnan Lettuces,3.15
Yunnan Lettuces,3.15
Yunnan Lettuces,3.15
Yunnan Lettuces,3.19
Yunnan Lettuces,3.19
Yunnan Lettuces,3.2
Yunnan Lettuces,3.2
Yunnan Lettuces,3.2
Yunnan Lettuces,3.2
Yunnan Lettuces,3.21
Yunnan Lettuces,3.21
Yunnan Lettuces,3.21
Yunnan Lettuces,3.21
Yunnan Lettuces,3.23
Yunnan Lettuces,3.24
Yunnan Lettuces,3.24
Yunnan Lettuces,3.24
Yunnan Lettuces,3.25
Yunnan Lettuces,3.25
Yunnan Lettuces,3.25
Yunnan Lettuces,3.25
Yunnan Lettuces,3.25
Yunnan Lettuces,3.26
Yunnan Lettuces,3.26
Yunnan Lettuces,3.28
Yunnan Lettuces,3.28
Yunnan Lettuces,3.28
Yunnan Lettuces,3.28
Yunnan Lettuces,3.28
Yunnan Lettuces,3.28
Yunnan Lettuces,3.29
Yunnan Lettuces,3.3
Yunnan Lettuces,3.3
Yunnan Lettuces,3.3
Yunnan Lettuces,3.3
Yunnan Lettuces,3.31
Yunnan Lettuces,3.32
Yunnan Lettuces,3.32
Yunnan Lettuces,3.32
Yunnan Lettuces,3.34
Yunnan Lettuces,3.35
Yunnan Lettuces,3.35
Yunnan Lettuces,3.36
Yunnan Lettuces,3.37
Yunnan Lettuces,3.38
Yunnan Lettuces,3.38
Yunnan Lettuces,3.38
Yunnan Lettuces,3.38
Yunnan Lettuces,3.39
Yunnan Lettuces,3.39
Yunnan Lettuces,3.41
Yunnan Lettuces,3.41
Yunnan Lettuces,3.42
Yunnan Lettuces,3.42
Yunnan Lettuces,3.42
Yunnan Lettuces,3.42
Yunnan Lettuces,3.42
Yunnan Lettuces,3.42
Yunnan Lettuces,3.43
Yunnan Lettuces,3.43
Yunnan Lettuces,3.44
Yunnan Lettuces,3.44
Yunnan Lettuces,3.44
Yunnan Lettuces,3.44
Yunnan Lettuces,3.44
Yunnan Lettuces,3.44
Yunnan Lettuces,3.44
Yunnan Lettuces,3.44
Yunnan Lettuces,3.44
Yunnan Lettuces,3.45
Yunnan Lettuces,3.45
Yunnan Lettuces,3.45
Yunnan Lettuces,3.45
Yunnan Lettuces,3.46
Yunnan Lettuces,3.46
Yunnan Lettuces,3.46
Yunnan Lettuces,3.46
Yunnan Lettuces,3.46
Yunnan Lettuces,3.46
Yunnan Lettuces,3.46
Yunnan Lettuces,3.46
Yunnan Lettuces,3.46
Yunnan Lettuces,3.46
Yunnan Lettuces,3.47
Yunnan Lettuces,3.47
Yunnan Lettuces,3.47
Yunnan Lettuces,3.48
Yunnan Lettuces,3.48
Yunnan Lettuces,3.48
Yunnan Lettuces,3.48
Yunnan Lettuces,3.48
Yunnan Lettuces,3.48
Yunnan Lettuces,3.49
Yunnan Lettuces,3.5
Yunnan Lettuces,3.5
Yunnan Lettuces,3.5
Yunnan Lettuces,3.5
Yunnan Lettuces,3.5
Yunnan Lettuces,3.5
Yunnan Lettuces,3.5
Yunnan Lettuces,3.5
Yunnan Lettuces,3.5
Yunnan Lettuces,3.5
Yunnan Lettuces,3.51
Yunnan Lettuces,3.52
Yunnan Lettuces,3.52
Yunnan Lettuces,3.52
Yunnan Lettuces,3.52
Yunnan Lettuces,3.52
Yunnan Lettuces,3.52
Yunnan Lettuces,3.53
Yunnan Lettuces,3.53
Yunnan Lettuces,3.54
Yunnan Lettuces,3.55
Yunnan Lettuces,3.56
Yunnan Lettuces,3.57
Yunnan Lettuces,3.57
Yunnan Lettuces,3.57
Yunnan Lettuces,3.58
Yunnan Lettuces,3.58
Yunnan Lettuces,3.58
Yunnan Lettuces,3.58
Yunnan Lettuces,3.58
Yunnan Lettuces,3.6
Yunnan Lettuces,3.6
Yunnan Lettuces,3.6
Yunnan Lettuces,3.61
Yunnan Lettuces,3.61
Yunnan Lettuces,3.62
Yunnan Lettuces,3.62
Yunnan Lettuces,3.62
Yunnan Lettuces,3.62
Yunnan Lettuces,3.62
Yunnan Lettuces,3.62
Yunnan Lettuces,3.63
Yunnan Lettuces,3.63
Yunnan Lettuces,3.63
Yunnan Lettuces,3.63
Yunnan Lettuces,3.63
Yunnan Lettuces,3.65
Yunnan Lettuces,3.65
Yunnan Lettuces,3.65
Yunnan Lettuces,3.65
Yunnan Lettuces,3.66
Yunnan Lettuces,3.66
Yunnan Lettuces,3.66
Yunnan Lettuces,3.66
Yunnan Lettuces,3.66
Yunnan Lettuces,3.66
Yunnan Lettuces,3.66
Yunnan Lettuces,3.67
Yunnan Lettuces,3.68
Yunnan Lettuces,3.68
Yunnan Lettuces,3.69
Yunnan Lettuces,3.7
Yunnan Lettuces,3.7
Yunnan Lettuces,3.7
Yunnan Lettuces,3.7
Yunnan Lettuces,3.7
Yunnan Lettuces,3.71
Yunnan Lettuces,3.72
Yunnan Lettuces,3.72
Yunnan Lettuces,3.72
Yunnan Lettuces,3.73
Yunnan Lettuces,3.74
Yunnan Lettuces,3.75
Yunnan Lettuces,3.75
Yunnan Lettuces,3.75
Yunnan Lettuces,3.75
Yunnan Lettuces,3.75
Yunnan Lettuces,3.75
Yunnan Lettuces,3.75
Yunnan Lettuces,3.75
Yunnan Lettuces,3.75
Yunnan Lettuces,3.75
Yunnan Lettuces,3.75
Yunnan Lettuces,3.75
Yunnan Lettuces,3.75
Yunnan Lettuces,3.75
Yunnan Lettuces,3.75
Yunnan Lettuces,3.75
Yunnan Lettuces,3.75
Yunnan Lettuces,3.75
Yunnan Lettuces,3.75
Yunnan Lettuces,3.75
Yunnan Lettuces,3.76
Yunnan Lettuces,3.76
Yunnan Lettuces,3.76
Yunnan Lettuces,3.76
Yunnan Lettuces,3.77
Yunnan Lettuces,3.78
Yunnan Lettuces,3.78
Yunnan Lettuces,3.78
Yunnan Lettuces,3.78
Yunnan Lettuces,3.78
Yunnan Lettuces,3.81
Yunnan Lettuces,3.83
Yunnan Lettuces,3.84
Yunnan Lettuces,3.84
Yunnan Lettuces,3.84
Yunnan Lettuces,3.84
Yunnan Lettuces,3.84
Yunnan Lettuces,3.84
Yunnan Lettuces,3.84
Yunnan Lettuces,3.84
Yunnan Lettuces,3.84
Yunnan Lettuces,3.85
Yunnan Lettuces,3.85
Yunnan Lettuces,3.86
Yunnan Lettuces,3.86
Yunnan Lettuces,3.86
Yunnan Lettuces,3.86
Yunnan Lettuces,3.86
Yunnan Lettuces,3.86
Yunnan Lettuces,3.88
Yunnan Lettuces,3.88
Yunnan Lettuces,3.89
Yunnan Lettuces,3.9
Yunnan Lettuces,3.9
Yunnan Lettuces,3.95
Yunnan Lettuces,3.96
Yunnan Lettuces,3.96
Yunnan Lettuces,3.96
Yunnan Lettuces,3.96
Yunnan Lettuces,3.96
Yunnan Lettuces,3.96
Yunnan Lettuces,3.97
Yunnan Lettuces,3.98
Yunnan Lettuces,3.98
Yunnan Lettuces,4.0
Yunnan Lettuces,4.0
Yunnan Lettuces,4.0
Yunnan Lettuces,4.0
Yunnan Lettuces,4.01
Yunnan Lettuces,4.02
Yunnan Lettuces,4.02
Yunnan Lettuces,4.03
Yunnan Lettuces,4.05
Yunnan Lettuces,4.06
Yunnan Lettuces,4.06
Yunnan Lettuces,4.06
Yunnan Lettuces,4.06
Yunnan Lettuces,4.06
Yunnan Lettuces,4.06
Yunnan Lettuces,4.06
Yunnan Lettuces,4.06
Yunnan Lettuces,4.06
Yunnan Lettuces,4.06
Yunnan Lettuces,4.06
Yunnan Lettuces,4.06
Yunnan Lettuces,4.06
Yunnan Lettuces,4.06
Yunnan Lettuces,4.07
Yunnan Lettuces,4.08
Yunnan Lettuces,4.08
Yunnan Lettuces,4.08
Yunnan Lettuces,4.08
Yunnan Lettuces,4.08
Yunnan Lettuces,4.08
Yunnan Lettuces,4.08
Yunnan Lettuces,4.08
Yunnan Lettuces,4.08
Yunnan Lettuces,4.08
Yunnan Lettuces,4.08
Yunnan Lettuces,4.08
Yunnan Lettuces,4.08
Yunnan Lettuces,4.08
Yunnan Lettuces,4.09
Yunnan Lettuces,4.09
Yunnan Lettuces,4.1
Yunnan Lettuces,4.11
Yunnan Lettuces,4.11
Yunnan Lettuces,4.12
Yunnan Lettuces,4.12
Yunnan Lettuces,4.12
Yunnan Lettuces,4.13
Yunnan Lettuces,4.13
Yunnan Lettuces,4.13
Yunnan Lettuces,4.13
Yunnan Lettuces,4.15
Yunnan Lettuces,4.15
Yunnan Lettuces,4.15
Yunnan Lettuces,4.16
Yunnan Lettuces,4.17
Yunnan Lettuces,4.17
Yunnan Lettuces,4.18
Yunnan Lettuces,4.19
Yunnan Lettuces,4.19
Yunnan Lettuces,4.19
Yunnan Lettuces,4.2
Yunnan Lettuces,4.2
Yunnan Lettuces,4.2
Yunnan Lettuces,4.2
Yunnan Lettuces,4.21
Yunnan Lettuces,4.21
Yunnan Lettuces,4.22
Yunnan Lettuces,4.22
Yunnan Lettuces,4.22
Yunnan Lettuces,4.22
Yunnan Lettuces,4.22
Yunnan Lettuces,4.22
Yunnan Lettuces,4.22
Yunnan Lettuces,4.22
Yunnan Lettuces,4.23
Yunnan Lettuces,4.24
Yunnan Lettuces,4.24
Yunnan Lettuces,4.24
Yunnan Lettuces,4.24
Yunnan Lettuces,4.24
Yunnan Lettuces,4.24
Yunnan Lettuces,4.25
Yunnan Lettuces,4.25
Yunnan Lettuces,4.25
Yunnan Lettuces,4.27
Yunnan Lettuces,4.27
Yunnan Lettuces,4.27
Yunnan Lettuces,4.28
Yunnan Lettuces,4.28
Yunnan Lettuces,4.28
Yunnan Lettuces,4.28
Yunnan Lettuces,4.28
Yunnan Lettuces,4.29
Yunnan Lettuces,4.29
Yunnan Lettuces,4.29
Yunnan Lettuces,4.29
Yunnan Lettuces,4.3
Yunnan Lettuces,4.3
Yunnan Lettuces,4.3
Yunnan Lettuces,4.31
Yunnan Lettuces,4.32
Yunnan Lettuces,4.32
Yunnan Lettuces,4.32
Yunnan Lettuces,4.33
Yunnan Lettuces,4.34
Yunnan Lettuces,4.34
Yunnan Lettuces,4.34
Yunnan Lettuces,4.35
Yunnan Lettuces,4.35
Yunnan Lettuces,4.36
Yunnan Lettuces,4.36
Yunnan Lettuces,4.36
Yunnan Lettuces,4.37
Yunnan Lettuces,4.37
Yunnan Lettuces,4.37
Yunnan Lettuces,4.37
Yunnan Lettuces,4.37
Yunnan Lettuces,4.38
Yunnan Lettuces,4.38
Yunnan Lettuces,4.38
Yunnan Lettuces,4.38
Yunnan Lettuces,4.38
Yunnan Lettuces,4.38
Yunnan Lettuces,4.38
Yunnan Lettuces,4.38
Yunnan Lettuces,4.38
Yunnan Lettuces,4.38
Yunnan Lettuces,4.38
Yunnan Lettuces,4.38
Yunnan Lettuces,4.38
Yunnan Lettuces,4.38
Yunnan Lettuces,4.38
Yunnan Lettuces,4.39
Yunnan Lettuces,4.4
Yunnan Lettuces,4.41
Yunnan Lettuces,4.41
Yunnan Lettuces,4.41
Yunnan Lettuces,4.41
Yunnan Lettuces,4.43
Yunnan Lettuces,4.43
Yunnan Lettuces,4.43
Yunnan Lettuces,4.44
Yunnan Lettuces,4.47
Yunnan Lettuces,4.47
Yunnan Lettuces,4.48
Yunnan Lettuces,4.48
Yunnan Lettuces,4.48
Yunnan Lettuces,4.48
Yunnan Lettuces,4.48
Yunnan Lettuces,4.49
Yunnan Lettuces,4.5
Yunnan Lettuces,4.5
Yunnan Lettuces,4.5
Yunnan Lettuces,4.5
Yunnan Lettuces,4.5
Yunnan Lettuces,4.5
Yunnan Lettuces,4.5
Yunnan Lettuces,4.51
Yunnan Lettuces,4.51
Yunnan Lettuces,4.51
Yunnan Lettuces,4.52
Yunnan Lettuces,4.55
Yunnan Lettuces,4.56
Yunnan Lettuces,4.56
Yunnan Lettuces,4.56
Yunnan Lettuces,4.56
Yunnan Lettuces,4.56
Yunnan Lettuces,4.57
Yunnan Lettuces,4.58
Yunnan Lettuces,4.58
Yunnan Lettuces,4.58
Yunnan Lettuces,4.58
Yunnan Lettuces,4.58
Yunnan Lettuces,4.58
Yunnan Lettuces,4.58
Yunnan Lettuces,4.62
Yunnan Lettuces,4.62
Yunnan Lettuces,4.64
Yunnan Lettuces,4.64
Yunnan Lettuces,4.65
Yunnan Lettuces,4.66
Yunnan Lettuces,4.66
Yunnan Lettuces,4.68
Yunnan Lettuces,4.68
Yunnan Lettuces,4.68
Yunnan Lettuces,4.68
Yunnan Lettuces,4.68
Yunnan Lettuces,4.68
Yunnan Lettuces,4.69
Yunnan Lettuces,4.69
Yunnan Lettuces,4.69
Yunnan Lettuces,4.69
Yunnan Lettuces,4.69
Yunnan Lettuces,4.69
Yunnan Lettuces,4.69
Yunnan Lettuces,4.69
Yunnan Lettuces,4.69
Yunnan Lettuces,4.69
Yunnan Lettuces,4.69
Yunnan Lettuces,4.7
Yunnan Lettuces,4.7
Yunnan Lettuces,4.7
Yunnan Lettuces,4.73
Yunnan Lettuces,4.76
Yunnan Lettuces,4.77
Yunnan Lettuces,4.78
Yunnan Lettuces,4.78
Yunnan Lettuces,4.79
Yunnan Lettuces,4.8
Yunnan Lettuces,4.8
Yunnan Lettuces,4.82
Yunnan Lettuces,4.83
Yunnan Lettuces,4.84
Yunnan Lettuces,4.85
Yunnan Lettuces,4.85
Yunnan Lettuces,4.85
Yunnan Lettuces,4.87
Yunnan Lettuces,4.88
Yunnan Lettuces,4.88
Yunnan Lettuces,4.88
Yunnan Lettuces,4.89
Yunnan Lettuces,4.89
Yunnan Lettuces,4.9
Yunnan Lettuces,4.92
Yunnan Lettuces,4.92
Yunnan Lettuces,4.93
Yunnan Lettuces,4.93
Yunnan Lettuces,4.97
Yunnan Lettuces,4.98
Yunnan Lettuces,4.98
Yunnan Lettuces,4.98
Yunnan Lettuces,4.98
Yunnan Lettuces,4.98
Yunnan Lettuces,4.98
Yunnan Lettuces,4.98
Yunnan Lettuces,4.98
Yunnan Lettuces,4.98
Yunnan Lettuces,4.98
Yunnan Lettuces,4.99
Yunnan Lettuces,5.0
Yunnan Lettuces,5.0
Yunnan Lettuces,5.0
Yunnan Lettuces,5.0
Yunnan Lettuces,5.0
Yunnan Lettuces,5.0
Yunnan Lettuces,5.05
Yunnan Lettuces,5.06
Yunnan Lettuces,5.08
Yunnan Lettuces,5.08
Yunnan Lettuces,5.08
Yunnan Lettuces,5.08
Yunnan Lettuces,5.08
Yunnan Lettuces,5.08
Yunnan Lettuces,5.08
Yunnan Lettuces,5.08
Yunnan Lettuces,5.08
Yunnan Lettuces,5.08
Yunnan Lettuces,5.08
Yunnan Lettuces,5.08
Yunnan Lettuces,5.1
Yunnan Lettuces,5.12
Yunnan Lettuces,5.16
Yunnan Lettuces,5.16
Yunnan Lettuces,5.17
Yunnan Lettuces,5.18
Yunnan Lettuces,5.18
Yunnan Lettuces,5.18
Yunnan Lettuces,5.18
Yunnan Lettuces,5.2
Yunnan Lettuces,5.21
Yunnan Lettuces,5.21
Yunnan Lettuces,5.24
Yunnan Lettuces,5.24
Yunnan Lettuces,5.24
Yunnan Lettuces,5.24
Yunnan Lettuces,5.24
Yunnan Lettuces,5.26
Yunnan Lettuces,5.27
Yunnan Lettuces,5.28
Yunnan Lettuces,5.28
Yunnan Lettuces,5.28
Yunnan Lettuces,5.28
Yunnan Lettuces,5.28
Yunnan Lettuces,5.28
Yunnan Lettuces,5.28
Yunnan Lettuces,5.28
Yunnan Lettuces,5.28
Yunnan Lettuces,5.29
Yunnan Lettuces,5.3
Yunnan Lettuces,5.3
Yunnan Lettuces,5.3
Yunnan Lettuces,5.3
Yunnan Lettuces,5.3
Yunnan Lettuces,5.3
Yunnan Lettuces,5.3
Yunnan Lettuces,5.3
Yunnan Lettuces,5.3
Yunnan Lettuces,5.3
Yunnan Lettuces,5.31
Yunnan Lettuces,5.31
Yunnan Lettuces,5.31
Yunnan Lettuces,5.31
Yunnan Lettuces,5.31
Yunnan Lettuces,5.31
Yunnan Lettuces,5.31
Yunnan Lettuces,5.31
Yunnan Lettuces,5.31
Yunnan Lettuces,5.31
Yunnan Lettuces,5.31
Yunnan Lettuces,5.31
Yunnan Lettuces,5.31
Yunnan Lettuces,5.32
Yunnan Lettuces,5.32
Yunnan Lettuces,5.38
Yunnan Lettuces,5.38
Yunnan Lettuces,5.38
