index,whsle_date,item_code,whsle_px_rmb-kg
32536,2022-04-04 00:00:00,102900051004294,22.89
32540,2022-04-05 00:00:00,102900005115199,40.45
32550,2022-04-05 00:00:00,102900005116233,25.06
32564,2022-04-05 00:00:00,102900011000328,21.16
32600,2022-04-05 00:00:00,102900051004294,21.79
32605,2022-04-06 00:00:00,102900005115199,40.45
32618,2022-04-06 00:00:00,102900005116233,25.06
32644,2022-04-06 00:00:00,102900011015384,28.63
32674,2022-04-06 00:00:00,102900051004294,21.79
32678,2022-04-07 00:00:00,102900005115199,22.6
32691,2022-04-07 00:00:00,102900005116233,21.61
32742,2022-04-07 00:00:00,102900051004294,21.68
32747,2022-04-08 00:00:00,102900005115199,20.72
32758,2022-04-08 00:00:00,102900005116233,24.44
32813,2022-04-08 00:00:00,102900051004294,21.06
32817,2022-04-09 00:00:00,102900005115199,20.71
32829,2022-04-09 00:00:00,102900005116233,25.53
32884,2022-04-09 00:00:00,102900051004294,20.39
32901,2022-04-10 00:00:00,102900005116233,25.51
32956,2022-04-10 00:00:00,102900051004294,20.64
32972,2022-04-11 00:00:00,102900005116233,25.51
33020,2022-04-11 00:00:00,102900051004294,20.74
33024,2022-04-12 00:00:00,102900005115199,20.14
33037,2022-04-12 00:00:00,102900005116233,25.52
33093,2022-04-12 00:00:00,102900051004294,20.74
33110,2022-04-13 00:00:00,102900005116233,25.92
33169,2022-04-14 00:00:00,102900005115199,21.19
33179,2022-04-14 00:00:00,102900005116233,25.97
33205,2022-04-14 00:00:00,102900011015384,30.5
33231,2022-04-14 00:00:00,102900051004294,20.35
33247,2022-04-15 00:00:00,102900005116233,25.63
33298,2022-04-15 00:00:00,102900051004294,20.14
33313,2022-04-16 00:00:00,102900005116233,22.12
33392,2022-04-17 00:00:00,102900005116233,21.82
33439,2022-04-17 00:00:00,102900051004294,20.39
33454,2022-04-18 00:00:00,102900005116233,21.76
33501,2022-04-18 00:00:00,102900051004294,21.27
33516,2022-04-19 00:00:00,102900005116233,21.76
33574,2022-04-19 00:00:00,102900051004294,21.01
33590,2022-04-20 00:00:00,102900005116233,20.39
33644,2022-04-20 00:00:00,102900051000944,23.99
33660,2022-04-21 00:00:00,102900005116233,20.39
33793,2022-04-22 00:00:00,102900051000944,24.0
33929,2022-04-24 00:00:00,102900051000944,47.99
34000,2022-04-25 00:00:00,102900051000944,48.0
34070,2022-04-26 00:00:00,102900051000944,47.99
34141,2022-04-27 00:00:00,102900051000944,48.0
34285,2022-04-29 00:00:00,102900051000944,48.01
34317,2022-04-30 00:00:00,102900005125808,26.31
34342,2022-04-30 00:00:00,102900051000944,48.0
34379,2022-05-01 00:00:00,102900005125808,33.65
34398,2022-05-01 00:00:00,102900051000944,38.7
34431,2022-05-02 00:00:00,102900005125808,30.85
34451,2022-05-02 00:00:00,102900051000944,36.01
34483,2022-05-03 00:00:00,102900005125808,50.0
34502,2022-05-03 00:00:00,102900051000944,36.0
34536,2022-05-04 00:00:00,102900005125808,46.93
34554,2022-05-04 00:00:00,102900051000944,36.0
34588,2022-05-05 00:00:00,102900005125808,53.24
34603,2022-05-05 00:00:00,102900051000944,36.0
34637,2022-05-06 00:00:00,102900005125808,53.23
34658,2022-05-06 00:00:00,102900051000944,36.0
34690,2022-05-07 00:00:00,102900005125808,52.73
34712,2022-05-07 00:00:00,102900051000944,36.0
34744,2022-05-08 00:00:00,102900005125808,50.46
34763,2022-05-08 00:00:00,102900051000944,36.0
34796,2022-05-09 00:00:00,102900005125808,50.58
34816,2022-05-09 00:00:00,102900051000944,36.01
34850,2022-05-10 00:00:00,102900005125808,50.6
34872,2022-05-10 00:00:00,102900051000944,36.0
34903,2022-05-11 00:00:00,102900005125808,48.89
34922,2022-05-11 00:00:00,102900051000944,36.0
34952,2022-05-12 00:00:00,102900005125808,50.39
34971,2022-05-12 00:00:00,102900051000944,36.0
35004,2022-05-13 00:00:00,102900005125808,50.82
35025,2022-05-13 00:00:00,102900051000944,26.0
35051,2022-05-14 00:00:00,102900005116943,26.38
35059,2022-05-14 00:00:00,102900005125808,48.3
35080,2022-05-14 00:00:00,102900051000944,32.01
35106,2022-05-15 00:00:00,102900005116943,30.76
35113,2022-05-15 00:00:00,102900005125808,44.23
35129,2022-05-15 00:00:00,102900051000944,32.0
35182,2022-05-16 00:00:00,102900051000944,32.0
35213,2022-05-17 00:00:00,102900005125808,42.43
35233,2022-05-17 00:00:00,102900051000944,27.98
35258,2022-05-18 00:00:00,102900005116943,32.14
35267,2022-05-18 00:00:00,102900005125808,43.12
35318,2022-05-19 00:00:00,102900005125808,43.12
35339,2022-05-19 00:00:00,102900051000944,26.0
35362,2022-05-20 00:00:00,102900005116943,23.94
35369,2022-05-20 00:00:00,102900005125808,112.36
35388,2022-05-20 00:00:00,102900051000944,22.51
35413,2022-05-21 00:00:00,102900005116943,22.65
35422,2022-05-21 00:00:00,102900005125808,34.43
35439,2022-05-21 00:00:00,102900051000944,22.0
35466,2022-05-22 00:00:00,102900005116943,22.05
35476,2022-05-22 00:00:00,102900005125808,32.99
35494,2022-05-22 00:00:00,102900051000944,22.0
35520,2022-05-23 00:00:00,102900005116943,39.05
35530,2022-05-23 00:00:00,102900005125808,26.38
35548,2022-05-23 00:00:00,102900051000944,22.0
35572,2022-05-24 00:00:00,102900005116943,39.05
35581,2022-05-24 00:00:00,102900005125808,25.56
35597,2022-05-24 00:00:00,102900051000944,22.0
35624,2022-05-25 00:00:00,102900005116943,38.81
35632,2022-05-25 00:00:00,102900005125808,24.25
35651,2022-05-25 00:00:00,102900051000944,22.62
35684,2022-05-26 00:00:00,102900005125808,22.3
35702,2022-05-26 00:00:00,102900051000944,24.0
35729,2022-05-27 00:00:00,102900005116943,38.15
35737,2022-05-27 00:00:00,102900005125808,22.01
35755,2022-05-27 00:00:00,102900051000944,24.0
35780,2022-05-28 00:00:00,102900005116943,38.14
35810,2022-05-28 00:00:00,102900051000944,24.0
35835,2022-05-29 00:00:00,102900005116943,30.55
35860,2022-05-29 00:00:00,102900051000944,24.0
35885,2022-05-30 00:00:00,102900005116943,26.97
35913,2022-05-30 00:00:00,102900051000944,24.0
35937,2022-05-31 00:00:00,102900005116943,26.94
35964,2022-05-31 00:00:00,102900051000944,23.69
35988,2022-06-01 00:00:00,102900005116943,21.83
36014,2022-06-01 00:00:00,102900051000944,23.0
36066,2022-06-02 00:00:00,102900051000944,23.0
36118,2022-06-03 00:00:00,102900051000944,22.36
36161,2022-06-04 00:00:00,102900051000944,23.0
36206,2022-06-05 00:00:00,102900051000944,23.0
36252,2022-06-06 00:00:00,102900051000944,23.0
36304,2022-06-07 00:00:00,102900051000944,23.0
36349,2022-06-08 00:00:00,102900051000944,23.0
36397,2022-06-09 00:00:00,102900051000944,23.0
36447,2022-06-10 00:00:00,102900051000944,23.0
36496,2022-06-11 00:00:00,102900051000944,23.0
36545,2022-06-12 00:00:00,102900051000944,23.0
36623,2022-06-14 00:00:00,102900005125808,25.5
36667,2022-06-15 00:00:00,102900005125808,25.5
36717,2022-06-16 00:00:00,102900005125808,24.45
36771,2022-06-17 00:00:00,102900005125808,23.93
36824,2022-06-18 00:00:00,102900005125808,24.38
36878,2022-06-19 00:00:00,102900005125808,24.54
36902,2022-06-19 00:00:00,102900051000944,21.2
36931,2022-06-20 00:00:00,102900005125808,22.23
36955,2022-06-20 00:00:00,102900051000944,22.0
37015,2022-06-21 00:00:00,102900051000944,22.0
37069,2022-06-22 00:00:00,102900051000944,21.32
37116,2022-06-23 00:00:00,102900051000944,21.0
37173,2022-06-24 00:00:00,102900051000944,21.0
37231,2022-06-25 00:00:00,102900051000944,21.0
37290,2022-06-26 00:00:00,102900051000944,21.0
37350,2022-06-27 00:00:00,102900051000944,21.0
37405,2022-06-28 00:00:00,102900051000944,21.0
37467,2022-06-29 00:00:00,102900051000944,21.0
37532,2022-06-30 00:00:00,102900051000944,21.0
37587,2022-07-01 00:00:00,102900051000944,21.0
41094,2022-08-28 00:00:00,102900011011058,65.98
41205,2022-08-30 00:00:00,102900011011058,65.99
44467,2022-10-29 00:00:00,102900011032367,21.19
44523,2022-10-30 00:00:00,102900011032367,21.21
47832,2023-01-07 00:00:00,102900011030400,73.5
48043,2023-01-11 00:00:00,102900011030417,141.0
48093,2023-01-12 00:00:00,102900011030417,141.0
48611,2023-01-23 00:00:00,102900011030417,141.0
48684,2023-01-25 00:00:00,102900011032343,20.1
48722,2023-01-26 00:00:00,102900011032343,20.1
48769,2023-01-27 00:00:00,102900011032343,20.12
48813,2023-01-28 00:00:00,102900011032343,20.13
48929,2023-01-31 00:00:00,102900011007464,24.63
49223,2023-02-06 00:00:00,102900011007464,34.83
49275,2023-02-07 00:00:00,102900011007464,34.77
49322,2023-02-08 00:00:00,102900011007464,34.81
49343,2023-02-08 00:00:00,102900011032343,20.05
49396,2023-02-09 00:00:00,102900011032343,20.23
49476,2023-02-11 00:00:00,102900011007464,34.78
49699,2023-02-15 00:00:00,102900011032480,25.96
49807,2023-02-17 00:00:00,102900011032480,26.02
49916,2023-02-19 00:00:00,102900011032480,25.99
49948,2023-02-20 00:00:00,102900011007495,24.02
49965,2023-02-20 00:00:00,102900011032480,25.95
50047,2023-02-22 00:00:00,102900011007464,50.47
50048,2023-02-22 00:00:00,102900011008133,28.36
50097,2023-02-23 00:00:00,102900011007464,50.51
50098,2023-02-23 00:00:00,102900011007495,20.17
50099,2023-02-23 00:00:00,102900011008133,28.36
50117,2023-02-23 00:00:00,102900011032480,30.78
50142,2023-02-24 00:00:00,102900005117209,21.3
50149,2023-02-24 00:00:00,102900011007464,42.5
50150,2023-02-24 00:00:00,102900011008133,28.36
50192,2023-02-25 00:00:00,102900005117209,21.3
50200,2023-02-25 00:00:00,102900011008133,28.37
50342,2023-02-28 00:00:00,102900011007464,42.54
50394,2023-03-01 00:00:00,102900011007464,42.56
50440,2023-03-02 00:00:00,102900011007464,42.55
50486,2023-03-03 00:00:00,102900011007464,44.58
50536,2023-03-04 00:00:00,102900011007464,44.52
50587,2023-03-05 00:00:00,102900011007464,44.51
50628,2023-03-06 00:00:00,102900005118824,22.28
50634,2023-03-06 00:00:00,102900011007464,44.53
50680,2023-03-07 00:00:00,102900011007464,44.46
50682,2023-03-07 00:00:00,102900011008133,32.49
50727,2023-03-08 00:00:00,102900005118824,20.32
50780,2023-03-09 00:00:00,102900011007464,39.3
50824,2023-03-10 00:00:00,102900005118824,20.26
50950,2023-03-13 00:00:00,102900005115199,35.23
50962,2023-03-13 00:00:00,102900005117209,20.63
50994,2023-03-14 00:00:00,102900005115199,35.16
51007,2023-03-14 00:00:00,102900005117209,20.65
51054,2023-03-15 00:00:00,102900005117209,20.63
51133,2023-03-17 00:00:00,102900005115199,34.36
51179,2023-03-18 00:00:00,102900005115199,29.64
51261,2023-03-20 00:00:00,102900005115199,20.22
51302,2023-03-21 00:00:00,102900005115199,23.96
51393,2023-03-23 00:00:00,102900005115199,26.15
51425,2023-03-23 00:00:00,102900011032343,24.21
51439,2023-03-24 00:00:00,102900005115199,23.61
51468,2023-03-24 00:00:00,102900011032343,24.2
51482,2023-03-25 00:00:00,102900005115199,27.1
51512,2023-03-25 00:00:00,102900011032343,24.15
51526,2023-03-26 00:00:00,102900005115199,27.5
51557,2023-03-26 00:00:00,102900011032343,27.59
51571,2023-03-27 00:00:00,102900005115199,27.08
51599,2023-03-27 00:00:00,102900011032343,27.58
51611,2023-03-28 00:00:00,102900005115199,26.53
51641,2023-03-28 00:00:00,102900011032343,25.9
51653,2023-03-29 00:00:00,102900005115199,26.53
51684,2023-03-29 00:00:00,102900011032343,25.67
51696,2023-03-30 00:00:00,102900005115199,26.46
51709,2023-03-30 00:00:00,102900005117209,23.79
51729,2023-03-30 00:00:00,102900011032343,25.67
51742,2023-03-31 00:00:00,102900005115199,26.41
51754,2023-03-31 00:00:00,102900005117209,23.76
51774,2023-03-31 00:00:00,102900011032343,25.17
51788,2023-04-01 00:00:00,102900005115199,24.5
51801,2023-04-01 00:00:00,102900005117209,23.78
51820,2023-04-01 00:00:00,102900011032343,25.05
51833,2023-04-02 00:00:00,102900005115199,21.26
51847,2023-04-02 00:00:00,102900005117209,23.78
51867,2023-04-02 00:00:00,102900011032343,24.85
51880,2023-04-03 00:00:00,102900005115199,21.86
51927,2023-04-04 00:00:00,102900005115199,21.19
51971,2023-04-05 00:00:00,102900005115199,21.04
52014,2023-04-06 00:00:00,102900005115199,20.38
52056,2023-04-07 00:00:00,102900005115199,20.38
52099,2023-04-08 00:00:00,102900005115199,22.85
52144,2023-04-09 00:00:00,102900005115199,25.0
52186,2023-04-10 00:00:00,102900005115199,25.0
52226,2023-04-11 00:00:00,102900005115199,25.0
52271,2023-04-12 00:00:00,102900005115199,23.11
52315,2023-04-13 00:00:00,102900005115199,22.97
52920,2023-04-26 00:00:00,102900051000944,32.9
52961,2023-04-27 00:00:00,102900051000944,32.91
53003,2023-04-28 00:00:00,102900051000944,32.91
53088,2023-04-30 00:00:00,102900051000944,32.91
53132,2023-05-01 00:00:00,102900051000944,32.8
53361,2023-05-07 00:00:00,102900005128748,65.36
53407,2023-05-08 00:00:00,102900005128748,65.36
53498,2023-05-10 00:00:00,102900005128748,65.41
53543,2023-05-11 00:00:00,102900005128748,65.36
53569,2023-05-11 00:00:00,102900051000944,20.27
53610,2023-05-12 00:00:00,102900051000944,20.51
53632,2023-05-13 00:00:00,102900005128748,65.36
53656,2023-05-13 00:00:00,102900051000944,20.06
54217,2023-05-26 00:00:00,102900011011058,61.27
