week_date,sales,transactions
24/6/19,8881,66
24/6/19,454543,11152
24/6/19,40182,263
24/6/19,180945,878
24/6/19,30885,199
24/6/19,34047,208
24/6/19,30919,173
24/6/19,936783,32381
24/6/19,2038581,36541
24/6/19,268778,1499
24/6/19,17465369,559455
24/6/19,1067558,24908
24/6/19,31733,225
24/6/19,321450,1816
24/6/19,805444,23533
24/6/19,7980239,128136
24/6/19,3859,28
24/6/19,1913960,38395
24/6/19,1715401,42812
24/6/19,237753,1217
24/6/19,1014969,25899
24/6/19,977138,24725
17/6/19,811432,23888
17/6/19,312146,1812
17/6/19,2022689,36889
17/6/19,2284775,53463
17/6/19,34458,220
17/6/19,481255,9642
17/6/19,1660327,42560
17/6/19,250339,1428
17/6/19,178882,919
17/6/19,8126701,131193
17/6/19,911433,33042
17/6/19,464814,11523
17/6/19,23657,193
17/6/19,135337,757
17/6/19,5354758,94117
17/6/19,220649,1149
17/6/19,25241,155
17/6/19,17440401,566646
17/6/19,234188,1237
17/6/19,2335098,39927
17/6/19,1920281,39096
17/6/19,3324,28
17/6/19,34356,210
17/6/19,5342378,90239
17/6/19,29714,189
17/6/19,990602,25274
17/6/19,345165,1808
17/6/19,624422,17055
17/6/19,36115,243
17/6/19,1041072,24475
17/6/19,28993,147
17/6/19,25574,177
17/6/19,1041806,26873
17/6/19,13795,80
10/6/19,248900,1287
10/6/19,17665063,570872
10/6/19,25720,137
10/6/19,5564759,91203
10/6/19,370982,1879
10/6/19,11002,67
10/6/19,1985537,36231
10/6/19,129616,733
10/6/19,3204,29
10/6/19,33437,246
10/6/19,2308933,53284
10/6/19,314653,1790
10/6/19,826850,23785
10/6/19,22635,173
10/6/19,892871,32388
10/6/19,5395078,93507
10/6/19,991970,24938
10/6/19,32873,207
10/6/19,1043270,26497
10/6/19,1958181,39468
10/6/19,599201,11678
10/6/19,2357833,39694
10/6/19,594425,16473
10/6/19,28347,167
10/6/19,189131,915
10/6/19,250428,1375
10/6/19,432132,10987
10/6/19,29648,182
10/6/19,31518,212
10/6/19,240933,1244
10/6/19,1642732,42033
10/6/19,1095376,25519
10/6/19,22261,164
10/6/19,8321738,131620
3/6/19,2344702,39255
3/6/19,607669,16436
3/6/19,26053,127
3/6/19,27191,177
3/6/19,885653,32155
3/6/19,10211,65
3/6/19,1643855,41740
3/6/19,30489,217
3/6/19,163278,785
3/6/19,121116,685
3/6/19,8119725,130334
3/6/19,5403063,90021
3/6/19,1977678,36161
3/6/19,213025,1108
3/6/19,24165,160
3/6/19,1945746,39280
3/6/19,3513,27
3/6/19,245659,1213
3/6/19,28847,156
3/6/19,2295913,53709
3/6/19,1074904,25446
3/6/19,311581,1712
3/6/19,330625,1657
3/6/19,986375,24821
3/6/19,598011,11766
3/6/19,442201,11030
3/6/19,1021034,26219
3/6/19,5305669,93091
3/6/19,17435465,567986
3/6/19,218347,1207
3/6/19,26154,154
3/6/19,20343,165
3/6/19,803972,23247
3/6/19,24770,151
27/5/19,23095,155
27/5/19,965719,23560
27/5/19,8196299,126221
27/5/19,1940308,37628
27/5/19,4821,36
27/5/19,997406,25063
27/5/19,424918,10541
27/5/19,17192641,544199
27/5/19,17665,137
27/5/19,270440,1503
27/5/19,5317960,90446
27/5/19,209191,1036
27/5/19,26741,162
27/5/19,537728,10403
27/5/19,212226,1179
27/5/19,26349,176
27/5/19,1039651,23424
27/5/19,234798,1164
27/5/19,321584,1555
27/5/19,550872,15253
27/5/19,109976,607
27/5/19,23017,120
27/5/19,20327,144
27/5/19,30904,201
27/5/19,5371202,86183
27/5/19,858756,30758
27/5/19,1593860,39596
27/5/19,780923,22348
27/5/19,159838,762
27/5/19,2283740,37566
27/5/19,2248577,50771
27/5/19,1956247,34869
27/5/19,22389,131
27/5/19,8358,58
20/5/19,28404,158
20/5/19,1550810,40330
20/5/19,486684,9999
20/5/19,7986,49
20/5/19,163287,769
20/5/19,24874,146
20/5/19,996172,22958
20/5/19,2293459,53725
20/5/19,25173,126
20/5/19,15202,105
20/5/19,1936014,39058
20/5/19,213308,1065
20/5/19,8077600,129937
20/5/19,2303175,39148
20/5/19,25075,144
20/5/19,21801,115
20/5/19,877361,32448
20/5/19,25805,180
20/5/19,240721,1172
20/5/19,458961,11397
20/5/19,564051,15806
20/5/19,4030,27
20/5/19,15443,124
20/5/19,805348,23811
20/5/19,227255,1204
20/5/19,1069622,27192
20/5/19,298931,1589
20/5/19,322146,1544
20/5/19,958524,24405
20/5/19,5296763,93606
20/5/19,17348953,567331
20/5/19,119971,652
20/5/19,1983386,36297
20/5/19,5471678,91357
13/5/19,1624276,41163
13/5/19,322000,1699
13/5/19,228236,1214
13/5/19,169218,803
13/5/19,2413957,39882
13/5/19,20565,136
13/5/19,29775,169
13/5/19,2328791,53474
13/5/19,20924,145
13/5/19,1991203,39150
13/5/19,1122640,27447
13/5/19,8429305,132408
13/5/19,21506,146
13/5/19,476927,9302
13/5/19,239448,1154
13/5/19,28580,194
13/5/19,341384,1644
13/5/19,556347,15623
13/5/19,487939,11599
13/5/19,817857,23765
13/5/19,5451047,94682
13/5/19,895721,32314
13/5/19,2100,19
13/5/19,7443,46
13/5/19,989187,24565
13/5/19,21848,118
13/5/19,970980,22062
13/5/19,17753180,565849
13/5/19,120111,668
13/5/19,5755168,93019
13/5/19,242483,1194
13/5/19,22716,118
13/5/19,25655,145
13/5/19,2006959,36477
6/5/19,5479932,95384
6/5/19,2410182,40355
6/5/19,229468,1098
6/5/19,558329,11109
6/5/19,219423,1147
6/5/19,1964716,39177
6/5/19,3171,20
6/5/19,18055992,582516
6/5/19,1117053,27746
6/5/19,842858,24255
6/5/19,22037,144
6/5/19,110569,619
6/5/19,290172,1533
6/5/19,2356850,54421
6/5/19,5658787,93024
6/5/19,22985,135
6/5/19,29240,194
6/5/19,2031921,36707
6/5/19,305593,1509
6/5/19,482504,11754
6/5/19,22625,138
6/5/19,928434,33632
6/5/19,1048514,24010
6/5/19,18036,134
6/5/19,160356,765
6/5/19,575216,15945
6/5/19,217698,1067
6/5/19,26186,128
6/5/19,23458,143
6/5/19,1676610,42327
6/5/19,8263111,132880
6/5/19,7583,47
6/5/19,1012270,25457
6/5/19,26666,136
29/4/19,5696656,91713
29/4/19,23339,159
29/4/19,166701,787
29/4/19,2356470,53323
29/4/19,843734,23713
29/4/19,23901,130
29/4/19,298194,1571
29/4/19,17128,120
29/4/19,1046692,23604
29/4/19,17576,112
29/4/19,584235,11417
29/4/19,1997534,36165
29/4/19,217571,1154
29/4/19,216210,1074
29/4/19,23741,118
29/4/19,2629,19
29/4/19,1600210,40972
29/4/19,910766,32696
29/4/19,5422,34
29/4/19,18008549,574034
29/4/19,25109,125
29/4/19,8292954,130634
29/4/19,20294,149
29/4/19,5432512,93453
29/4/19,1945048,38119
29/4/19,500522,11654
29/4/19,2516062,40047
29/4/19,25773,156
29/4/19,313643,1516
29/4/19,982848,24615
29/4/19,562705,15656
29/4/19,116957,635
29/4/19,228099,1129
29/4/19,1113814,27145
22/4/19,18335282,585115
22/4/19,228831,1212
22/4/19,2477421,40456
22/4/19,246645,1182
22/4/19,1170907,28517
22/4/19,16903,133
22/4/19,121071,665
22/4/19,8569482,134439
22/4/19,2964,24
22/4/19,865836,24450
22/4/19,2396706,55303
22/4/19,26608,167
22/4/19,227043,1107
22/4/19,543491,10614
22/4/19,331446,1637
22/4/19,593493,16683
22/4/19,313039,1687
22/4/19,29726,199
22/4/19,970620,34544
22/4/19,167840,784
22/4/19,21808,133
22/4/19,5509290,96179
22/4/19,26513,167
22/4/19,1044043,26177
22/4/19,6950,51
22/4/19,488222,11924
22/4/19,1047250,23766
22/4/19,20674,109
22/4/19,1981599,39125
22/4/19,1645309,42098
22/4/19,14999,105
22/4/19,25734,125
22/4/19,5916185,94352
22/4/19,2113487,38125
15/4/19,15916210,497974
15/4/19,1787252,33662
15/4/19,190331,997
15/4/19,441269,10234
15/4/19,283462,1342
15/4/19,2427,17
15/4/19,5000579,83004
15/4/19,27329,162
15/4/19,18859,104
15/4/19,996795,23254
15/4/19,16791,107
15/4/19,2106369,46954
15/4/19,18671,112
15/4/19,901863,19665
15/4/19,248830,1298
15/4/19,17404,84
15/4/19,22617,129
15/4/19,193584,948
15/4/19,100354,545
15/4/19,21407,112
15/4/19,767802,21012
15/4/19,140909,641
15/4/19,1491438,36559
15/4/19,16827,100
15/4/19,6423,39
15/4/19,4954694,76042
15/4/19,7527960,113877
15/4/19,839836,29352
15/4/19,2164031,33982
15/4/19,526628,14258
15/4/19,436696,8192
15/4/19,1845300,32389
15/4/19,909934,22070
15/4/19,186826,913
8/4/19,240988,1141
8/4/19,5672235,89355
8/4/19,2346593,36115
8/4/19,17568,110
8/4/19,17888307,525600
8/4/19,5290456,79270
8/4/19,23811,144
8/4/19,8231580,120281
8/4/19,1094608,25042
8/4/19,16738,94
8/4/19,2086316,34833
8/4/19,1134401,25605
8/4/19,485630,10854
8/4/19,575718,10101
8/4/19,648723,15973
8/4/19,2339367,49441
8/4/19,19547,107
8/4/19,226867,1210
8/4/19,991976,31984
8/4/19,3391,22
8/4/19,7119,41
8/4/19,24154,135
8/4/19,23281,109
8/4/19,15001,92
8/4/19,1854247,41199
8/4/19,113534,538
8/4/19,1077216,22351
8/4/19,27312,151
8/4/19,87271,476
8/4/19,167274,847
8/4/19,924562,23163
8/4/19,160534,840
8/4/19,201203,965
8/4/19,1970240,35472
1/4/19,27259,160
1/4/19,1093430,26469
1/4/19,166927,738
1/4/19,113841,624
1/4/19,244875,1130
1/4/19,2352994,53189
1/4/19,856517,24334
1/4/19,19152,109
1/4/19,306699,1529
1/4/19,5826599,95556
1/4/19,296964,1429
1/4/19,220997,1134
1/4/19,30933,163
1/4/19,1071589,24218
1/4/19,18335318,586588
1/4/19,588119,11249
1/4/19,21968,113
1/4/19,223860,1080
1/4/19,665560,17272
1/4/19,1811656,43454
1/4/19,2309091,38143
1/4/19,22889,134
1/4/19,1995839,38595
1/4/19,5412840,88351
1/4/19,19025,126
1/4/19,956841,34183
1/4/19,25173,150
1/4/19,8580188,131037
1/4/19,466165,11356
1/4/19,3486,24
1/4/19,2159597,36950
1/4/19,25393,130
1/4/19,8095,52
1/4/19,1102234,27460
25/3/19,17758456,581583
25/3/19,216741,1140
25/3/19,321006,1554
25/3/19,5450596,92919
25/3/19,113237,651
25/3/19,4322,24
25/3/19,29103,178
25/3/19,224818,1080
25/3/19,296825,1578
25/3/19,24947,137
25/3/19,1066421,26373
25/3/19,25413,122
25/3/19,630174,16912
25/3/19,1084206,27387
25/3/19,25171,140
25/3/19,853612,24544
25/3/19,5521200,90992
25/3/19,1950158,38577
25/3/19,20540,138
25/3/19,2306224,52970
25/3/19,238138,1134
25/3/19,7040,44
25/3/19,969812,34468
25/3/19,2018604,35617
25/3/19,532452,10498
25/3/19,158778,750
25/3/19,1729775,42879
25/3/19,457238,11232
25/3/19,20833,122
25/3/19,2309033,38403
25/3/19,27080,151
25/3/19,8316666,130383
25/3/19,20195,126
25/3/19,1035384,23386
3/9/18,1116307,27155
3/9/18,590212,10953
3/9/18,218535,1002
3/9/18,16827,104
3/9/18,110020,593
3/9/18,841204,23197
3/9/18,1748009,32994
3/9/18,1722458,30691
3/9/18,25314,148
3/9/18,23120,131
3/9/18,22079,126
3/9/18,211190,1042
3/9/18,283975,1442
3/9/18,197148,942
3/9/18,1035142,23232
3/9/18,2202824,48396
3/9/18,170660,751
3/9/18,475798,11328
3/9/18,7833159,119381
3/9/18,21403,107
3/9/18,3555,21
3/9/18,333131,1533
3/9/18,998378,34228
3/9/18,20609,115
3/9/18,18040008,573034
3/9/18,5409703,84976
3/9/18,25439,136
3/9/18,4886261,81805
3/9/18,2218383,35183
3/9/18,1132140,27457
3/9/18,16634,115
3/9/18,1712121,42058
3/9/18,623714,16692
3/9/18,8831,58
27/8/18,7772144,120566
27/8/18,4801366,82082
27/8/18,1151960,28208
27/8/18,629674,16957
27/8/18,2219228,35438
27/8/18,21747,103
27/8/18,17568,129
27/8/18,2430,17
27/8/18,22088,126
27/8/18,1012363,34946
27/8/18,313231,1436
27/8/18,1719409,42538
27/8/18,8666,48
27/8/18,490862,11588
27/8/18,526344,9965
27/8/18,190286,941
27/8/18,157784,687
27/8/18,966694,21660
27/8/18,14845,84
27/8/18,17820260,573240
27/8/18,842739,23514
27/8/18,21925,101
27/8/18,1737824,30850
27/8/18,24377,146
27/8/18,23237,108
27/8/18,2201985,48453
27/8/18,193834,891
27/8/18,22382,124
27/8/18,270011,1390
27/8/18,200752,948
27/8/18,106980,581
27/8/18,1714939,33005
27/8/18,5392185,86076
27/8/18,1122749,27553
20/8/18,16218,112
20/8/18,21005,130
20/8/18,4705349,79776
20/8/18,2207121,34576
20/8/18,108464,590
20/8/18,19461,106
20/8/18,5309837,83639
20/8/18,169852,728
20/8/18,835154,22975
20/8/18,572707,15835
20/8/18,18519,102
20/8/18,294220,1521
20/8/18,872771,19398
20/8/18,18690,104
20/8/18,18046212,582292
20/8/18,201782,995
20/8/18,1621339,40183
20/8/18,21167,110
20/8/18,197103,915
20/8/18,21055,97
20/8/18,22684,122
20/8/18,327159,1522
20/8/18,7679757,117329
20/8/18,8891,52
20/8/18,1697948,32328
20/8/18,4190,20
20/8/18,1089129,26596
20/8/18,2174894,47361
20/8/18,1080211,26192
20/8/18,1683008,29773
20/8/18,991689,33812
20/8/18,482946,9020
20/8/18,481603,11412
20/8/18,210984,979
13/8/18,5232585,82605
13/8/18,20599,126
13/8/18,15083,101
13/8/18,2124869,46700
13/8/18,486703,2413
13/8/18,17687,100
13/8/18,18000,96
13/8/18,1659762,29255
13/8/18,943296,20655
13/8/18,512204,9728
13/8/18,451858,10964
13/8/18,1084536,26285
13/8/18,1075658,26237
13/8/18,8658,46
13/8/18,4609554,78614
13/8/18,17567,77
13/8/18,811901,22434
13/8/18,1625776,39957
13/8/18,169780,824
13/8/18,146013,654
13/8/18,20547,111
13/8/18,1675237,31972
13/8/18,7518082,115662
13/8/18,171275,875
13/8/18,17733085,579395
13/8/18,287206,1343
13/8/18,13663,100
13/8/18,1588,12
13/8/18,97644,513
13/8/18,2085604,33500
13/8/18,948550,33041
13/8/18,163494,779
13/8/18,15874,84
13/8/18,575695,15636
6/8/18,205589,937
6/8/18,20846,117
6/8/18,970599,33102
6/8/18,110246,605
6/8/18,1686420,29302
6/8/18,21746,111
6/8/18,15728,96
6/8/18,1697600,31995
6/8/18,1065521,26053
6/8/18,2173355,46731
6/8/18,17912983,577419
6/8/18,17856,128
6/8/18,1620568,39323
6/8/18,25028,145
6/8/18,527194,9765
6/8/18,170502,738
6/8/18,18431,106
6/8/18,578672,15292
6/8/18,214698,1002
6/8/18,282584,1430
6/8/18,7738466,116781
6/8/18,974364,21225
6/8/18,450164,10881
6/8/18,792926,21932
6/8/18,197785,986
6/8/18,4700717,78699
6/8/18,5352200,82910
6/8/18,2861,15
6/8/18,11184,62
6/8/18,21297,125
6/8/18,24092,109
6/8/18,341910,1557
6/8/18,1093211,26307
6/8/18,2145919,33680
30/7/18,170688,739
30/7/18,198024,937
30/7/18,7243,47
30/7/18,186727,893
30/7/18,7532486,116231
30/7/18,2137159,46676
30/7/18,16696,98
30/7/18,1681060,29599
30/7/18,1656889,31864
30/7/18,1074878,26305
30/7/18,26234,111
30/7/18,2097411,33885
30/7/18,1110132,26663
30/7/18,585689,15511
30/7/18,462919,11048
30/7/18,21380,118
30/7/18,272002,1406
30/7/18,807710,22458
30/7/18,949179,20692
30/7/18,482315,9093
30/7/18,17591,88
30/7/18,4621256,78845
30/7/18,1619985,39879
30/7/18,188501,962
30/7/18,23424,127
30/7/18,5243165,83245
30/7/18,17840401,576662
30/7/18,16884,110
30/7/18,3946,23
30/7/18,109708,578
30/7/18,329559,1536
30/7/18,26861,157
30/7/18,14799,85
30/7/18,984811,33587
23/7/18,13093,59
23/7/18,21711,111
23/7/18,1667594,40409
23/7/18,274778,1416
23/7/18,207573,958
23/7/18,16724,100
23/7/18,462643,8670
23/7/18,2178986,47684
23/7/18,1695925,29866
23/7/18,22861,130
23/7/18,813508,22686
23/7/18,995474,34047
23/7/18,1129584,27009
23/7/18,488021,11118
23/7/18,336385,1544
23/7/18,1085426,26260
23/7/18,33262,171
23/7/18,2198392,34214
23/7/18,7736190,117892
23/7/18,577474,15403
23/7/18,22815,132
23/7/18,171048,756
23/7/18,197755,975
23/7/18,1680920,32091
23/7/18,2406,14
23/7/18,4732665,79720
23/7/18,15978,95
23/7/18,189110,892
23/7/18,5414584,84050
23/7/18,111165,584
23/7/18,21864,125
23/7/18,17930980,579515
23/7/18,18431,90
23/7/18,937014,20476
16/7/18,104402,573
16/7/18,30687,164
16/7/18,5338654,83261
16/7/18,2159527,47108
16/7/18,813676,22418
16/7/18,168343,729
16/7/18,283563,1403
16/7/18,19747,100
16/7/18,17580,108
16/7/18,952235,20726
16/7/18,17574,89
16/7/18,205812,1017
16/7/18,26430,144
16/7/18,197168,916
16/7/18,970514,33250
16/7/18,573849,15208
16/7/18,8473,43
16/7/18,531086,9955
16/7/18,17550220,569481
16/7/18,1628699,39757
16/7/18,21960,126
16/7/18,1654908,29257
16/7/18,22957,97
16/7/18,21439,116
16/7/18,7403826,114215
16/7/18,1692873,32368
16/7/18,3197,18
16/7/18,2297760,34766
16/7/18,1030275,25033
16/7/18,531072,11525
16/7/18,1116821,26448
16/7/18,199334,943
16/7/18,4654428,79567
16/7/18,325375,1479
9/7/18,1710131,32290
9/7/18,1674187,40649
9/7/18,200206,913
9/7/18,2117864,33562
9/7/18,451747,10767
9/7/18,18004456,575913
9/7/18,258847,1332
9/7/18,4734536,80431
9/7/18,22621,123
9/7/18,1128536,25891
9/7/18,18224,128
9/7/18,322780,1464
9/7/18,101988,545
9/7/18,7434676,112436
9/7/18,999840,33680
9/7/18,20623,109
9/7/18,152455,685
9/7/18,1027770,24660
9/7/18,2343,11
9/7/18,5322402,80314
9/7/18,1676625,29587
9/7/18,27732,142
9/7/18,2187703,47631
9/7/18,195890,981
9/7/18,13931,86
9/7/18,18037,97
9/7/18,8314,50
9/7/18,26862,112
9/7/18,17294,100
9/7/18,593992,15635
9/7/18,183106,875
9/7/18,929240,20597
9/7/18,822964,22555
9/7/18,542330,10164
2/7/18,16067,113
2/7/18,2101076,46621
2/7/18,17549,102
2/7/18,972231,33147
2/7/18,150798,675
2/7/18,1668196,40596
2/7/18,823945,22341
2/7/18,21970,98
2/7/18,882433,19613
2/7/18,172531,820
2/7/18,6701,38
2/7/18,24498,140
2/7/18,243203,1288
2/7/18,23875,122
2/7/18,25516,109
2/7/18,1705994,29820
2/7/18,4721225,75825
2/7/18,602088,15730
2/7/18,999039,24189
2/7/18,6992004,109036
2/7/18,24133,136
2/7/18,1642965,31869
2/7/18,3758,21
2/7/18,4669146,79875
2/7/18,1050236,25101
2/7/18,2012819,32768
2/7/18,16227,88
2/7/18,289279,1359
2/7/18,98577,551
2/7/18,443661,10613
2/7/18,183867,882
2/7/18,182416,927
2/7/18,485057,9256
2/7/18,17675530,571425
25/6/18,980247,33483
25/6/18,610184,16156
25/6/18,14335,87
25/6/18,8577,50
25/6/18,109946,594
25/6/18,1672173,41015
25/6/18,26824,154
25/6/18,21378,117
25/6/18,198274,992
25/6/18,180084,852
25/6/18,17804,101
25/6/18,7339088,113156
25/6/18,20224,115
25/6/18,2126186,33874
25/6/18,16287,109
25/6/18,1044691,25704
25/6/18,193426,901
25/6/18,1029085,25225
25/6/18,255432,1319
25/6/18,2144210,47126
25/6/18,880686,19964
25/6/18,19202,103
25/6/18,24546,106
25/6/18,1710862,29962
25/6/18,4334,24
25/6/18,814784,22709
25/6/18,463048,8755
25/6/18,1678010,32509
25/6/18,457754,10944
25/6/18,17581490,575757
25/6/18,4742107,80522
25/6/18,314869,1441
25/6/18,152531,668
25/6/18,4896922,79526
18/6/18,1662663,40765
18/6/18,23077,128
18/6/18,997110,24522
18/6/18,7330858,114349
18/6/18,210278,1025
18/6/18,421769,8094
18/6/18,456644,10948
18/6/18,1666337,29282
18/6/18,19658,93
18/6/18,803668,22498
18/6/18,1658568,32153
18/6/18,1058214,25776
18/6/18,17059012,564303
18/6/18,19322,104
18/6/18,254111,1324
18/6/18,189337,901
18/6/18,19742,101
18/6/18,5115228,82729
18/6/18,207222,1042
18/6/18,880765,19786
18/6/18,3773,19
18/6/18,585020,15535
18/6/18,963560,33526
18/6/18,21373,119
18/6/18,18755,131
18/6/18,104743,558
18/6/18,29102,177
18/6/18,4679260,79803
18/6/18,334947,1576
18/6/18,18651,112
18/6/18,171013,787
18/6/18,2126689,47646
18/6/18,2094249,33813
18/6/18,9418,56
11/6/18,7784,49
11/6/18,21396,80
11/6/18,25158,152
11/6/18,18746,111
11/6/18,204864,928
11/6/18,590874,15539
11/6/18,1661208,29258
11/6/18,1057265,25124
11/6/18,16698,86
11/6/18,818381,22852
11/6/18,457686,10813
11/6/18,2172474,47724
11/6/18,370955,1898
11/6/18,17298594,565723
11/6/18,395095,7495
11/6/18,974570,33496
11/6/18,5297231,82924
11/6/18,168689,748
11/6/18,1674382,31881
11/6/18,317882,1469
11/6/18,107708,551
11/6/18,1097916,26098
11/6/18,18888,122
11/6/18,20798,111
11/6/18,7584275,115300
11/6/18,2750,15
11/6/18,4688696,79335
11/6/18,18580,96
11/6/18,179999,842
11/6/18,2103267,33610
11/6/18,864993,19135
11/6/18,14242,90
11/6/18,1679258,40954
11/6/18,179446,904
4/6/18,17430358,572744
4/6/18,338624,6552
4/6/18,193013,1000
4/6/18,208182,996
4/6/18,324667,1570
4/6/18,5119429,81978
4/6/18,111185,607
4/6/18,1057671,25846
4/6/18,800087,22450
4/6/18,19187,123
4/6/18,1037209,25246
4/6/18,17652,92
4/6/18,3605,24
4/6/18,7369145,113928
4/6/18,2101527,47240
4/6/18,177194,799
4/6/18,1665650,29369
4/6/18,19649,115
4/6/18,266010,1441
4/6/18,18084,97
4/6/18,964865,33500
4/6/18,186052,889
4/6/18,1631288,31358
4/6/18,4584414,78497
4/6/18,20452,84
4/6/18,589621,15793
4/6/18,30454,173
4/6/18,816880,18684
4/6/18,20404,120
4/6/18,1637433,40478
4/6/18,23084,142
4/6/18,2048224,33085
4/6/18,9053,55
4/6/18,457234,10818
28/5/18,17808,89
28/5/18,972624,32091
28/5/18,26449,152
28/5/18,957400,20625
28/5/18,9366,54
28/5/18,1698018,39731
28/5/18,1673914,28468
28/5/18,5316774,79969
28/5/18,29721,174
28/5/18,1077330,25276
28/5/18,211301,980
28/5/18,1105510,25572
28/5/18,1693322,31110
28/5/18,2205,16
28/5/18,7583169,111389
28/5/18,4732694,76978
28/5/18,18714,96
28/5/18,2176941,46040
28/5/18,285777,1484
28/5/18,835812,21877
28/5/18,169284,773
28/5/18,572145,11591
28/5/18,24621,137
28/5/18,17663982,556026
28/5/18,190133,888
28/5/18,332124,1545
28/5/18,2326746,33472
28/5/18,429109,7735
28/5/18,25654,133
28/5/18,601405,15268
28/5/18,209584,1047
28/5/18,16177,119
28/5/18,113183,579
28/5/18,24015,115
21/5/18,21068,115
21/5/18,2149075,47133
21/5/18,20306,109
21/5/18,19220,116
21/5/18,179574,923
21/5/18,924826,20726
21/5/18,575772,15343
21/5/18,23435,132
21/5/18,178776,830
21/5/18,432398,8081
21/5/18,7410092,113656
21/5/18,1082258,26446
21/5/18,8524,47
21/5/18,2053556,32888
21/5/18,1042819,25757
21/5/18,1631475,28540
21/5/18,25019,108
21/5/18,105674,559
21/5/18,16556,100
21/5/18,815811,22398
21/5/18,1628991,40146
21/5/18,22031,148
21/5/18,1637482,31264
21/5/18,178002,796
21/5/18,14807,112
21/5/18,196339,947
21/5/18,17267796,567282
21/5/18,5211031,82579
21/5/18,462670,11078
21/5/18,4624567,77881
21/5/18,256678,1345
21/5/18,971075,33475
21/5/18,327279,1547
21/5/18,4527,26
14/5/18,1123977,26666
14/5/18,183838,920
14/5/18,1001594,33907
14/5/18,7605539,113566
14/5/18,2384,19
14/5/18,17451,100
14/5/18,515185,9425
14/5/18,15608,114
14/5/18,576117,15271
14/5/18,330002,1528
14/5/18,22098,120
14/5/18,24911,138
14/5/18,1659612,40243
14/5/18,17648631,571802
14/5/18,4679279,77920
14/5/18,5444768,83262
14/5/18,118254,586
14/5/18,2190935,47440
14/5/18,1630041,28359
14/5/18,8711,52
14/5/18,1100512,26093
14/5/18,1010825,22107
14/5/18,21081,109
14/5/18,241121,1292
14/5/18,835924,23002
14/5/18,168452,769
14/5/18,27334,176
14/5/18,16974,88
14/5/18,1691682,31809
14/5/18,474480,11056
14/5/18,19427,113
14/5/18,2133364,33265
14/5/18,171513,825
14/5/18,200069,924
7/5/18,17391976,568773
7/5/18,183364,921
7/5/18,4661682,77757
7/5/18,2168166,33317
7/5/18,195036,905
7/5/18,1631576,28574
7/5/18,1108239,26414
7/5/18,7532908,113164
7/5/18,3011,13
7/5/18,19483,137
7/5/18,1624628,39682
7/5/18,822490,22783
7/5/18,18476,103
7/5/18,499443,9515
7/5/18,334679,1523
7/5/18,564827,15170
7/5/18,994219,33716
7/5/18,1071436,25705
7/5/18,179871,770
7/5/18,108407,576
7/5/18,348136,1776
7/5/18,17443,98
7/5/18,16629,100
7/5/18,22598,134
7/5/18,459122,10908
7/5/18,6482,36
7/5/18,973973,21712
7/5/18,26274,129
7/5/18,174966,830
7/5/18,1701039,31684
7/5/18,2175141,47317
7/5/18,24336,132
7/5/18,16673,87
7/5/18,5419778,83481
30/4/18,981244,21959
30/4/18,16345,98
30/4/18,1673164,40983
30/4/18,183166,905
30/4/18,1715233,32103
30/4/18,26425,144
30/4/18,173520,826
30/4/18,1088719,26307
30/4/18,2234694,48259
30/4/18,97485,534
30/4/18,208251,946
30/4/18,474461,8919
30/4/18,16846,119
30/4/18,1099332,26861
30/4/18,1030221,35257
30/4/18,22199,124
30/4/18,1673589,29093
30/4/18,857733,23547
30/4/18,2158907,34284
30/4/18,24776,112
30/4/18,241401,1281
30/4/18,16921,88
30/4/18,319866,1485
30/4/18,567229,15508
30/4/18,14513,92
30/4/18,168826,758
30/4/18,21614,115
30/4/18,4748929,79169
30/4/18,481625,11376
30/4/18,7623656,115208
30/4/18,6557,36
30/4/18,17959169,586871
30/4/18,5422569,84883
30/4/18,4375,23
23/4/18,21537,123
23/4/18,175615,856
23/4/18,981843,21678
23/4/18,178871,769
23/4/18,17418,101
23/4/18,187468,942
23/4/18,1126486,27003
23/4/18,195482,901
23/4/18,450175,8309
23/4/18,2152991,33443
23/4/18,858720,23431
23/4/18,266618,1364
23/4/18,22749,124
23/4/18,19492,127
23/4/18,467248,11136
23/4/18,7723376,115546
23/4/18,28263,169
23/4/18,1700425,29360
23/4/18,5155,21
23/4/18,1041224,35341
23/4/18,4781113,79031
23/4/18,2230140,48044
23/4/18,1141338,26922
23/4/18,315025,1473
23/4/18,19216,100
23/4/18,7580,47
23/4/18,1700172,41463
23/4/18,1724021,31534
23/4/18,15698,85
23/4/18,17830798,578738
23/4/18,17071,92
23/4/18,5474782,84212
23/4/18,592580,15975
23/4/18,100407,560
16/4/18,17498,125
16/4/18,5090804,72909
16/4/18,7105133,101409
16/4/18,191346,873
16/4/18,2046629,30408
16/4/18,425458,9810
16/4/18,1574311,26283
16/4/18,525070,13757
16/4/18,2676,16
16/4/18,1036876,23003
16/4/18,930470,30878
16/4/18,520565,9351
16/4/18,237128,1202
16/4/18,1520825,35851
16/4/18,20265,109
16/4/18,995687,23033
16/4/18,7434,39
16/4/18,16367918,514202
16/4/18,314198,1436
16/4/18,19781,89
16/4/18,21794,119
16/4/18,14921,88
16/4/18,958186,20687
16/4/18,181737,887
16/4/18,96193,513
16/4/18,169969,783
16/4/18,31582,134
16/4/18,2036874,42054
16/4/18,4483459,71304
